  cell  ,E,W,N,S
"(15, 6)",1,1,0,1
"(16, 6)",0,0,1,1
"(17, 6)",0,1,1,0
"(18, 6)",0,0,0,1
"(19, 6)",0,1,1,0
"(20, 6)",1,1,0,0
"(1, 7)",1,1,0,1
"(2, 7)",1,0,1,1
"(3, 7)",0,1,1,0
"(4, 7)",1,0,0,1
"(5, 7)",0,1,1,1
"(6, 7)",1,0,1,0
"(7, 7)",0,1,0,1
"(8, 7)",1,0,1,0
"(9, 7)",0,1,0,1
"(10, 7)",1,0,1,0
"(11, 7)",1,1,0,1
"(12, 7)",1,0,1,1
"(13, 7)",1,0,1,0
"(14, 7)",1,1,0,1
"(15, 7)",0,1,1,1
"(16, 7)",1,0,1,0
"(17, 7)",1,0,0,1
"(18, 7)",1,0,1,1
"(19, 7)",0,0,1,1
"(20, 7)",1,1,1,0
"(1, 8)",1,1,0,0
"(2, 8)",1,1,0,0
"(3, 8)",1,0,0,1
"(4, 8)",1,1,1,1
"(5, 8)",0,0,1,0
"(6, 8)",1,1,0,0
"(7, 8)",1,0,0,1
"(8, 8)",0,1,1,1
"(9, 8)",1,0,1,0
"(10, 8)",1,1,0,1
"(11, 8)",1,1,1,0
"(12, 8)",0,1,0,0
"(13, 8)",1,1,0,0
"(14, 8)",1,1,0,0
"(15, 8)",1,0,0,1
"(16, 8)",0,1,1,0
"(17, 8)",0,1,0,0
"(18, 8)",0,1,0,1
"(19, 8)",1,0,1,0
"(20, 8)",1,1,0,0
"(1, 9)",1,1,0,0
"(2, 9)",1,1,0,0
"(3, 9)",1,1,0,0
"(4, 9)",0,1,0,1
"(5, 9)",1,0,1,1
"(6, 9)",0,1,1,1
"(7, 9)",1,1,1,0
"(8, 9)",1,0,0,1
"(9, 9)",0,1,1,0
"(10, 9)",1,1,0,0
"(11, 9)",0,1,0,1
"(12, 9)",1,0,1,1
"(13, 9)",0,1,1,0
"(14, 9)",1,1,0,1
"(15, 9)",0,1,1,1
"(16, 9)",0,0,1,1
"(17, 9)",1,0,1,1
"(18, 9)",0,0,1,1
"(19, 9)",1,1,1,0
"(20, 9)",1,1,0,0
"(1, 10)",1,1,0,1
"(2, 10)",1,1,1,0
"(3, 10)",1,1,0,1
"(4, 10)",0,0,1,1
"(5, 10)",1,1,1,0
"(6, 10)",0,0,0,1
"(7, 10)",1,1,1,0
"(8, 10)",1,1,0,1
"(9, 10)",0,0,1,0
"(10, 10)",0,1,0,1
"(11, 10)",1,0,1,0
"(12, 10)",1,1,0,0
"(13, 10)",1,0,0,1
"(14, 10)",0,1,1,0
"(15, 10)",1,0,0,0
"(16, 10)",1,0,0,1
"(17, 10)",1,1,1,1
"(18, 10)",0,0,1,0
"(19, 10)",1,1,0,1
"(20, 10)",0,1,1,0
"(1, 11)",1,1,0,0
"(2, 11)",0,1,0,1
"(3, 11)",0,1,1,0
"(4, 11)",1,0,0,1
"(5, 11)",0,1,1,0
"(6, 11)",1,0,0,1
"(7, 11)",0,1,1,0
"(8, 11)",1,1,0,0
"(9, 11)",1,0,0,1
"(10, 11)",0,0,1,1
"(11, 11)",1,1,1,0
"(12, 11)",0,1,0,0
"(13, 11)",1,1,0,1
"(14, 11)",1,0,1,0
"(15, 11)",1,1,0,1
"(16, 11)",0,1,1,0
"(17, 11)",0,1,0,1
"(18, 11)",0,0,1,1
"(19, 11)",1,1,1,0
"(20, 11)",1,0,0,0
"(1, 12)",1,1,0,0
"(2, 12)",1,0,0,1
"(3, 12)",1,0,1,0
"(4, 12)",1,1,0,0
"(5, 12)",0,0,0,1
"(6, 12)",0,1,1,1
"(7, 12)",1,0,1,1
"(8, 12)",0,1,1,1
"(9, 12)",0,1,1,1
"(10, 12)",0,0,1,1
"(11, 12)",0,1,1,1
"(12, 12)",1,0,1,0
"(13, 12)",1,1,0,0
"(14, 12)",1,1,0,0
"(15, 12)",0,1,0,1
"(16, 12)",0,0,1,1
"(17, 12)",1,0,1,1
"(18, 12)",0,0,1,1
"(19, 12)",1,1,1,0
"(20, 12)",1,1,0,0
"(1, 13)",1,1,0,0
"(2, 13)",1,1,0,0
"(3, 13)",1,1,0,1
"(4, 13)",0,1,1,0
"(5, 13)",1,0,0,1
"(6, 13)",0,0,1,1
"(7, 13)",0,1,1,1
"(8, 13)",0,0,1,1
"(9, 13)",0,0,1,1
"(10, 13)",0,0,1,1
"(11, 13)",0,0,1,1
"(12, 13)",0,1,1,0
"(13, 13)",0,1,0,0
"(14, 13)",1,1,0,0
"(15, 13)",1,0,0,1
"(16, 13)",0,0,1,1
"(17, 13)",1,1,1,0
"(18, 13)",1,0,0,1
"(19, 13)",1,1,1,0
"(20, 13)",1,1,0,0
"(1, 14)",0,1,0,1
"(2, 14)",1,1,1,0
"(3, 14)",1,1,0,1
"(4, 14)",1,0,1,0
"(5, 14)",0,1,0,1
"(6, 14)",0,0,1,1
"(7, 14)",1,0,1,0
"(8, 14)",1,0,0,1
"(9, 14)",0,0,1,1
"(10, 14)",1,0,1,1
"(11, 14)",0,0,1,1
"(12, 14)",0,0,1,1
"(13, 14)",0,0,1,1
"(14, 14)",1,1,1,0
"(15, 14)",1,1,0,1
"(16, 14)",0,0,1,0
"(17, 14)",1,1,0,0
"(18, 14)",1,1,0,0
"(19, 14)",0,1,0,1
"(20, 14)",1,1,1,0
"(1, 15)",1,0,0,1
"(2, 15)",0,1,1,1
"(3, 15)",0,1,1,0
"(4, 15)",1,1,0,0
"(5, 15)",1,0,0,1
"(6, 15)",0,0,1,1
"(7, 15)",0,1,1,0
"(8, 15)",1,1,0,0
"(9, 15)",1,0,0,1
"(10, 15)",0,1,1,1
"(11, 15)",1,0,1,0
"(12, 15)",1,0,0,1
"(13, 15)",0,0,1,1
"(14, 15)",0,1,1,1
"(15, 15)",1,1,1,1
"(16, 15)",0,0,1,1
"(17, 15)",1,1,1,0
"(18, 15)",1,1,0,0
"(19, 15)",1,0,0,1
"(20, 15)",0,1,1,0
"(1, 16)",1,1,0,1
"(2, 16)",1,0,1,1
"(3, 16)",1,0,1,0
"(4, 16)",1,1,0,0
"(5, 16)",1,1,0,0
"(6, 16)",0,0,0,1
"(7, 16)",1,0,1,0
"(8, 16)",1,1,0,1
"(9, 16)",0,1,1,1
"(10, 16)",1,0,1,0
"(11, 16)",1,1,0,1
"(12, 16)",0,1,1,1
"(13, 16)",1,0,1,0
"(14, 16)",1,0,0,1
"(15, 16)",0,1,1,0
"(16, 16)",0,0,0,1
"(17, 16)",1,1,1,1
"(18, 16)",1,1,1,1
"(19, 16)",0,1,1,1
"(20, 16)",1,0,1,0
"(1, 17)",1,1,0,0
"(2, 17)",1,1,0,0
"(3, 17)",0,1,0,1
"(4, 17)",1,1,1,0
"(5, 17)",0,1,0,1
"(6, 17)",1,0,1,0
"(7, 17)",0,1,0,1
"(8, 17)",1,1,1,1
"(9, 17)",1,0,1,1
"(10, 17)",0,1,1,0
"(11, 17)",1,1,0,0
"(12, 17)",0,0,0,1
"(13, 17)",1,1,1,1
"(14, 17)",0,1,1,1
"(15, 17)",0,0,1,1
"(16, 17)",1,0,1,0
"(17, 17)",1,1,0,0
"(18, 17)",0,1,0,1
"(19, 17)",0,0,1,1
"(20, 17)",1,1,1,0
"(1, 18)",1,1,0,0
"(2, 18)",0,1,0,1
"(3, 18)",1,0,1,0
"(4, 18)",1,1,0,1
"(5, 18)",1,0,1,0
"(6, 18)",1,1,0,0
"(7, 18)",1,0,0,1
"(8, 18)",0,1,1,0
"(9, 18)",1,1,0,0
"(10, 18)",1,0,0,0
"(11, 18)",0,1,0,1
"(12, 18)",1,0,1,1
"(13, 18)",0,1,1,1
"(14, 18)",1,0,1,0
"(15, 18)",1,0,0,1
"(16, 18)",0,1,1,0
"(17, 18)",0,1,0,0
"(18, 18)",1,0,0,1
"(19, 18)",1,0,1,0
"(20, 18)",1,1,0,0
"(1, 19)",1,1,0,0
"(2, 19)",1,0,0,0
"(3, 19)",0,1,0,1
"(4, 19)",0,1,1,0
"(5, 19)",0,1,0,1
"(6, 19)",0,1,1,0
"(7, 19)",0,1,0,1
"(8, 19)",0,0,1,1
"(9, 19)",1,1,1,1
"(10, 19)",1,1,1,0
"(11, 19)",1,0,0,1
"(12, 19)",1,1,1,0
"(13, 19)",1,0,0,1
"(14, 19)",0,1,1,0
"(15, 19)",0,1,0,1
"(16, 19)",1,0,1,0
"(17, 19)",1,0,0,1
"(18, 19)",0,1,1,0
"(19, 19)",0,1,0,1
"(20, 19)",0,1,1,0
"(1, 20)",1,1,0,1
"(2, 20)",0,1,1,1
"(3, 20)",1,0,1,1
"(4, 20)",0,0,1,1
"(5, 20)",0,0,1,1
"(6, 20)",1,0,1,0
"(7, 20)",1,0,0,1
"(8, 20)",0,0,1,1
"(9, 20)",1,1,1,0
"(10, 20)",0,1,0,1
"(11, 20)",0,1,1,0
"(12, 20)",1,1,0,1
"(13, 20)",0,1,1,1
"(14, 20)",0,0,1,1
"(15, 20)",1,0,1,0
"(16, 20)",0,1,0,1
"(17, 20)",1,1,1,1
"(18, 20)",0,0,1,1
"(19, 20)",1,0,1,1
"(20, 20)",0,0,1,0
"(1, 21)",0,1,0,1
"(2, 21)",1,0,1,0
"(3, 21)",1,1,0,0
"(4, 21)",1,0,0,1
"(5, 21)",0,0,1,1
"(6, 21)",0,1,1,1
"(7, 21)",0,1,1,0
"(8, 21)",1,0,0,0
"(9, 21)",1,1,0,0
"(10, 21)",0,0,0,1
"(11, 21)",1,0,1,1
"(12, 21)",0,1,1,0
"(13, 21)",0,0,0,1
"(14, 21)",1,0,1,0
"(15, 21)",1,1,0,1
"(16, 21)",0,0,1,1
"(17, 21)",0,1,1,1
"(18, 21)",0,0,1,1
"(19, 21)",0,1,1,1
"(20, 21)",1,0,1,0
"(1, 22)",1,0,0,0
"(2, 22)",1,1,0,0
"(3, 22)",1,1,0,1
"(4, 22)",0,1,1,1
"(5, 22)",0,0,1,1
"(6, 22)",1,0,1,0
"(7, 22)",1,0,0,1
"(8, 22)",0,1,1,0
"(9, 22)",0,1,0,1
"(10, 22)",1,0,1,0
"(11, 22)",0,1,0,1
"(12, 22)",1,0,1,0
"(13, 22)",1,0,0,1
"(14, 22)",1,1,1,0
"(15, 22)",1,1,0,1
"(16, 22)",0,0,1,1
"(17, 22)",1,0,1,1
"(18, 22)",0,0,1,0
"(19, 22)",1,0,0,1
"(20, 22)",1,1,1,0
"(1, 23)",1,1,0,0
"(2, 23)",1,1,0,0
"(3, 23)",1,1,0,0
"(4, 23)",1,0,0,1
"(5, 23)",0,0,1,1
"(6, 23)",1,1,1,0
"(7, 23)",1,1,0,1
"(8, 23)",0,0,1,1
"(9, 23)",1,0,1,1
"(10, 23)",0,1,1,1
"(11, 23)",1,0,1,0
"(12, 23)",0,1,0,1
"(13, 23)",1,1,1,0
"(14, 23)",0,1,0,1
"(15, 23)",0,1,1,0
"(16, 23)",0,0,0,1
"(17, 23)",0,1,1,1
"(18, 23)",1,0,1,1
"(19, 23)",0,1,1,0
"(20, 23)",1,1,0,0
"(1, 24)",1,1,0,1
"(2, 24)",0,1,1,0
"(3, 24)",1,1,0,0
"(4, 24)",1,1,0,0
"(5, 24)",0,0,0,1
"(6, 24)",1,1,1,1
"(7, 24)",0,1,1,1
"(8, 24)",1,0,1,1
"(9, 24)",1,1,1,1
"(10, 24)",1,0,1,0
"(11, 24)",0,1,0,1
"(12, 24)",1,0,1,0
"(13, 24)",1,1,0,1
"(14, 24)",0,0,1,1
"(15, 24)",0,0,1,1
"(16, 24)",1,0,1,0
"(17, 24)",1,0,0,1
"(18, 24)",0,1,1,0
"(19, 24)",1,0,0,1
"(20, 24)",0,1,1,0
"(1, 25)",0,1,0,1
"(2, 25)",1,0,1,0
"(3, 25)",0,1,0,0
"(4, 25)",1,1,0,1
"(5, 25)",1,0,1,0
"(6, 25)",1,1,0,1
"(7, 25)",1,0,1,0
"(8, 25)",1,1,0,0
"(9, 25)",1,1,0,0
"(10, 25)",0,1,0,0
"(11, 25)",1,0,0,1
"(12, 25)",0,1,1,0
"(13, 25)",1,1,0,1
"(14, 25)",1,0,1,0
"(15, 25)",1,0,0,0
"(16, 25)",0,1,0,1
"(17, 25)",0,1,1,0
"(18, 25)",1,0,0,0
"(19, 25)",1,1,0,0
"(20, 25)",1,0,0,0
"(1, 26)",1,0,0,0
"(2, 26)",0,1,0,1
"(3, 26)",1,0,1,0
"(4, 26)",0,1,0,0
"(5, 26)",0,1,0,1
"(6, 26)",0,1,1,0
"(7, 26)",1,1,0,0
"(8, 26)",1,1,0,1
"(9, 26)",0,1,1,0
"(10, 26)",1,0,0,1
"(11, 26)",0,1,1,0
"(12, 26)",0,0,0,1
"(13, 26)",0,1,1,0
"(14, 26)",1,1,0,0
"(15, 26)",0,1,0,1
"(16, 26)",1,0,1,1
"(17, 26)",1,0,1,0
"(18, 26)",1,1,0,1
"(19, 26)",0,1,1,1
"(20, 26)",1,1,1,0
"(1, 27)",1,1,0,1
"(2, 27)",0,0,1,1
"(3, 27)",1,1,1,0
"(4, 27)",1,0,0,1
"(5, 27)",1,0,1,1
"(6, 27)",0,0,1,1
"(7, 27)",0,1,1,1
"(8, 27)",1,1,1,1
"(9, 27)",0,0,1,1
"(10, 27)",0,1,1,0
"(11, 27)",1,0,0,1
"(12, 27)",0,0,1,1
"(13, 27)",1,0,1,0
"(14, 27)",1,1,0,1
"(15, 27)",1,0,1,0
"(16, 27)",1,1,0,0
"(17, 27)",1,1,0,0
"(18, 27)",0,1,0,1
"(19, 27)",1,0,1,0
"(20, 27)",1,1,0,0
"(1, 28)",0,1,0,1
"(2, 28)",1,0,1,0
"(3, 28)",1,1,0,1
"(4, 28)",1,1,1,0
"(5, 28)",1,1,0,1
"(6, 28)",0,0,1,0
"(7, 28)",1,0,0,1
"(8, 28)",1,1,1,0
"(9, 28)",1,0,0,1
"(10, 28)",1,0,1,0
"(11, 28)",1,1,0,0
"(12, 28)",1,0,0,0
"(13, 28)",1,1,0,0
"(14, 28)",0,1,0,0
"(15, 28)",1,1,0,0
"(16, 28)",0,1,0,0
"(17, 28)",1,1,0,1
"(18, 28)",0,0,1,0
"(19, 28)",0,1,0,1
"(20, 28)",1,1,1,0
"(1, 29)",1,0,0,0
"(2, 29)",1,1,0,0
"(3, 29)",1,1,0,0
"(4, 29)",1,1,0,1
"(5, 29)",1,1,1,1
"(6, 29)",0,0,1,1
"(7, 29)",0,1,1,0
"(8, 29)",0,1,0,1
"(9, 29)",1,1,1,0
"(10, 29)",1,1,0,0
"(11, 29)",1,1,0,1
"(12, 29)",1,1,1,0
"(13, 29)",0,1,0,1
"(14, 29)",1,0,1,0
"(15, 29)",0,1,0,1
"(16, 29)",1,0,1,0
"(17, 29)",1,1,0,1
"(18, 29)",1,0,1,1
"(19, 29)",0,0,1,1
"(20, 29)",1,1,1,0
"(1, 30)",1,1,0,1
"(2, 30)",1,1,1,0
"(3, 30)",0,1,0,0
"(4, 30)",1,1,0,0
"(5, 30)",0,1,0,1
"(6, 30)",0,0,1,1
"(7, 30)",0,0,1,1
"(8, 30)",1,0,1,1
"(9, 30)",0,1,1,1
"(10, 30)",0,1,1,1
"(11, 30)",0,1,1,0
"(12, 30)",1,1,0,1
"(13, 30)",0,0,1,0
"(14, 30)",0,1,0,1
"(15, 30)",0,0,1,1
"(16, 30)",1,1,1,0
"(17, 30)",1,1,0,0
"(18, 30)",0,1,0,1
"(19, 30)",1,0,1,0
"(20, 30)",1,1,0,0
"(1, 31)",1,1,0,0
"(2, 31)",0,1,0,1
"(3, 31)",0,0,1,1
"(4, 31)",0,1,1,0
"(5, 31)",1,0,0,1
"(6, 31)",0,0,1,1
"(7, 31)",0,0,1,1
"(8, 31)",0,1,1,1
"(9, 31)",0,0,1,1
"(10, 31)",1,0,1,1
"(11, 31)",0,0,1,0
"(12, 31)",1,1,0,1
"(13, 31)",1,0,1,1
"(14, 31)",0,0,1,1
"(15, 31)",1,0,1,1
"(16, 31)",1,1,1,1
"(17, 31)",0,1,1,0
"(18, 31)",1,0,0,1
"(19, 31)",0,1,1,1
"(20, 31)",1,1,1,0
"(1, 32)",1,1,0,1
"(2, 32)",0,0,1,0
"(3, 32)",1,0,0,1
"(4, 32)",1,0,1,0
"(5, 32)",1,1,0,0
"(6, 32)",1,0,0,1
"(7, 32)",0,0,1,0
"(8, 32)",1,0,0,1
"(9, 32)",0,0,1,1
"(10, 32)",1,1,1,0
"(11, 32)",1,0,0,1
"(12, 32)",0,1,1,0
"(13, 32)",1,1,0,1
"(14, 32)",0,0,1,1
"(15, 32)",1,1,1,0
"(16, 32)",0,1,0,1
"(17, 32)",1,0,1,0
"(18, 32)",0,1,0,1
"(19, 32)",0,0,1,1
"(20, 32)",1,1,1,0
"(1, 33)",1,1,0,1
"(2, 33)",0,0,1,1
"(3, 33)",0,1,1,0
"(4, 33)",0,1,0,1
"(5, 33)",0,1,1,0
"(6, 33)",1,1,0,1
"(7, 33)",1,0,1,0
"(8, 33)",1,1,0,0
"(9, 33)",0,0,0,1
"(10, 33)",0,1,1,0
"(11, 33)",0,1,0,1
"(12, 33)",0,0,1,1
"(13, 33)",0,1,1,0
"(14, 33)",1,0,0,0
"(15, 33)",1,1,0,0
"(16, 33)",1,0,0,0
"(17, 33)",0,1,0,1
"(18, 33)",0,0,1,1
"(19, 33)",1,0,1,0
"(20, 33)",1,1,0,0
"(1, 34)",1,1,0,1
"(2, 34)",1,0,1,0
"(3, 34)",1,0,0,1
"(4, 34)",1,0,1,0
"(5, 34)",0,0,0,1
"(6, 34)",0,1,1,0
"(7, 34)",1,1,0,0
"(8, 34)",0,1,0,1
"(9, 34)",1,0,1,1
"(10, 34)",0,0,1,1
"(11, 34)",1,0,1,0
"(12, 34)",1,0,0,1
"(13, 34)",1,0,1,0
"(14, 34)",1,1,0,1
"(15, 34)",0,1,1,0
"(16, 34)",1,1,0,1
"(17, 34)",1,0,1,0
"(18, 34)",1,0,0,0
"(19, 34)",0,1,0,1
"(20, 34)",1,1,1,0
"(1, 35)",1,1,0,0
"(2, 35)",1,1,0,1
"(3, 35)",1,1,1,0
"(4, 35)",0,1,0,1
"(5, 35)",0,0,1,1
"(6, 35)",0,0,1,1
"(7, 35)",0,1,1,1
"(8, 35)",0,0,1,1
"(9, 35)",1,1,1,0
"(10, 35)",1,0,0,0
"(11, 35)",0,1,0,1
"(12, 35)",1,1,1,0
"(13, 35)",1,1,0,0
"(14, 35)",0,1,0,1
"(15, 35)",0,0,1,1
"(16, 35)",0,1,1,0
"(17, 35)",1,1,0,1
"(18, 35)",1,1,1,1
"(19, 35)",0,0,1,1
"(20, 35)",1,1,1,0
"(1, 36)",1,1,0,0
"(2, 36)",1,1,0,0
"(3, 36)",1,1,0,0
"(4, 36)",1,0,0,1
"(5, 36)",0,0,1,0
"(6, 36)",1,0,0,1
"(7, 36)",0,0,1,1
"(8, 36)",0,0,1,1
"(9, 36)",0,1,1,0
"(10, 36)",1,1,0,1
"(11, 36)",0,0,1,1
"(12, 36)",1,1,1,0
"(13, 36)",1,1,0,1
"(14, 36)",0,0,1,1
"(15, 36)",0,0,1,1
"(16, 36)",1,0,1,1
"(17, 36)",0,1,1,0
"(18, 36)",1,1,0,0
"(19, 36)",0,0,0,1
"(20, 36)",1,1,1,0
"(1, 37)",1,1,0,1
"(2, 37)",0,1,1,1
"(3, 37)",1,1,1,0
"(4, 37)",0,1,0,1
"(5, 37)",1,0,1,1
"(6, 37)",1,1,1,0
"(7, 37)",1,0,0,1
"(8, 37)",1,0,1,1
"(9, 37)",0,0,1,1
"(10, 37)",1,1,1,1
"(11, 37)",1,0,1,1
"(12, 37)",0,1,1,0
"(13, 37)",0,1,0,1
"(14, 37)",1,0,1,0
"(15, 37)",1,0,0,1
"(16, 37)",0,1,1,0
"(17, 37)",1,0,0,1
"(18, 37)",0,1,1,1
"(19, 37)",1,0,1,0
"(20, 37)",0,1,0,0
"(1, 38)",1,1,0,0
"(2, 38)",0,0,0,1
"(3, 38)",1,1,1,0
"(4, 38)",1,0,0,1
"(5, 38)",1,1,1,0
"(6, 38)",1,1,0,0
"(7, 38)",1,1,0,0
"(8, 38)",0,1,0,1
"(9, 38)",1,0,1,0
"(10, 38)",1,1,0,0
"(11, 38)",0,1,0,1
"(12, 38)",0,0,1,1
"(13, 38)",1,0,1,0
"(14, 38)",1,1,0,1
"(15, 38)",0,1,1,0
"(16, 38)",1,0,0,0
"(17, 38)",0,1,0,1
"(18, 38)",1,0,1,1
"(19, 38)",0,1,1,1
"(20, 38)",1,0,1,0
"(1, 39)",1,1,0,0
"(2, 39)",1,0,0,1
"(3, 39)",0,1,1,0
"(4, 39)",1,1,0,0
"(5, 39)",0,1,0,0
"(6, 39)",1,1,0,0
"(7, 39)",1,1,0,1
"(8, 39)",0,0,1,1
"(9, 39)",0,1,1,1
"(10, 39)",0,1,1,0
"(11, 39)",1,0,0,1
"(12, 39)",1,0,1,0
"(13, 39)",0,1,0,0
"(14, 39)",1,1,0,1
"(15, 39)",1,0,1,1
"(16, 39)",0,1,1,0
"(17, 39)",1,0,0,1
"(18, 39)",1,1,1,0
"(19, 39)",1,0,0,1
"(20, 39)",1,1,1,0
"(1, 40)",1,1,0,0
"(2, 40)",0,1,0,1
"(3, 40)",1,0,1,0
"(4, 40)",1,1,0,0
"(5, 40)",1,0,0,1
"(6, 40)",0,1,1,0
"(7, 40)",0,1,0,1
"(8, 40)",0,0,1,1
"(9, 40)",1,0,1,1
"(10, 40)",1,0,1,0
"(11, 40)",1,1,0,0
"(12, 40)",0,1,0,1
"(13, 40)",0,0,1,1
"(14, 40)",0,1,1,0
"(15, 40)",1,1,0,1
"(16, 40)",0,0,1,1
"(17, 40)",1,1,1,0
"(18, 40)",1,1,0,1
"(19, 40)",0,1,1,0
"(20, 40)",1,1,0,0
"(1, 41)",1,1,0,1
"(2, 41)",1,0,1,1
"(3, 41)",0,1,1,0
"(4, 41)",1,1,0,0
"(5, 41)",0,1,0,1
"(6, 41)",0,0,1,1
"(7, 41)",0,0,1,1
"(8, 41)",1,0,1,0
"(9, 41)",0,1,0,0
"(10, 41)",0,1,0,1
"(11, 41)",0,1,1,1
"(12, 41)",1,0,1,0
"(13, 41)",0,0,0,1
"(14, 41)",1,0,1,1
"(15, 41)",1,1,1,0
"(16, 41)",1,0,0,1
"(17, 41)",0,1,1,1
"(18, 41)",0,1,1,0
"(19, 41)",1,0,0,1
"(20, 41)",0,1,1,0
"(1, 42)",1,1,0,0
"(2, 42)",0,1,0,1
"(3, 42)",1,0,1,1
"(4, 42)",1,1,1,1
"(5, 42)",1,0,1,1
"(6, 42)",0,0,1,1
"(7, 42)",0,0,1,0
"(8, 42)",0,1,0,1
"(9, 42)",1,0,1,1
"(10, 42)",0,0,1,1
"(11, 42)",1,0,1,0
"(12, 42)",0,1,0,1
"(13, 42)",1,0,1,0
"(14, 42)",1,1,0,0
"(15, 42)",1,1,0,0
"(16, 42)",0,1,0,1
"(17, 42)",1,0,1,1
"(18, 42)",0,0,1,1
"(19, 42)",0,1,1,1
"(20, 42)",1,0,1,0
"(1, 43)",1,1,0,1
"(2, 43)",0,0,1,1
"(3, 43)",0,1,1,0
"(4, 43)",1,1,0,0
"(5, 43)",0,1,0,1
"(6, 43)",1,0,1,0
"(7, 43)",1,0,0,1
"(8, 43)",1,0,1,0
"(9, 43)",1,1,0,1
"(10, 43)",0,0,1,1
"(11, 43)",0,1,1,0
"(12, 43)",1,0,0,1
"(13, 43)",0,1,1,0
"(14, 43)",1,1,0,0
"(15, 43)",1,1,0,0
"(16, 43)",0,0,0,1
"(17, 43)",1,1,1,1
"(18, 43)",1,0,1,0
"(19, 43)",1,0,0,1
"(20, 43)",0,1,1,0
"(1, 44)",1,1,0,0
"(2, 44)",1,0,0,1
"(3, 44)",0,0,1,1
"(4, 44)",0,1,1,0
"(5, 44)",1,0,0,0
"(6, 44)",0,1,0,1
"(7, 44)",1,1,1,0
"(8, 44)",1,1,0,0
"(9, 44)",1,1,0,0
"(10, 44)",0,0,0,1
"(11, 44)",0,0,1,1
"(12, 44)",0,1,1,1
"(13, 44)",0,0,1,1
