  cell  ,E,W,N,S
"(37, 2)",0,0,1,1
"(38, 2)",0,1,1,1
"(39, 2)",0,0,1,1
"(40, 2)",1,1,1,1
"(41, 2)",1,0,1,0
"(42, 2)",0,1,0,1
"(43, 2)",1,0,1,0
"(44, 2)",1,0,0,1
"(45, 2)",0,1,1,0
"(46, 2)",0,1,0,1
"(47, 2)",0,1,1,0
"(48, 2)",0,1,0,1
"(49, 2)",1,0,1,0
"(50, 2)",1,1,0,0
"(1, 3)",1,1,0,0
"(2, 3)",0,1,0,1
"(3, 3)",0,1,1,0
"(4, 3)",1,1,0,0
"(5, 3)",1,0,0,1
"(6, 3)",0,1,1,1
"(7, 3)",0,1,1,1
"(8, 3)",1,0,1,0
"(9, 3)",0,0,0,1
"(10, 3)",1,0,1,0
"(11, 3)",1,1,0,0
"(12, 3)",1,1,0,0
"(13, 3)",1,1,0,1
"(14, 3)",0,1,1,0
"(15, 3)",1,1,0,0
"(16, 3)",0,0,0,1
"(17, 3)",1,1,1,0
"(18, 3)",1,1,0,0
"(19, 3)",1,0,0,1
"(20, 3)",0,1,1,0
"(21, 3)",1,0,0,1
"(22, 3)",1,0,1,0
"(23, 3)",0,1,0,1
"(24, 3)",1,0,1,0
"(25, 3)",1,1,0,1
"(26, 3)",1,0,1,1
"(27, 3)",1,0,1,0
"(28, 3)",0,1,0,1
"(29, 3)",1,0,1,1
"(30, 3)",0,0,1,1
"(31, 3)",1,1,1,0
"(32, 3)",1,1,0,1
"(33, 3)",1,1,1,0
"(34, 3)",1,1,0,0
"(35, 3)",1,1,0,1
"(36, 3)",1,1,1,1
"(37, 3)",1,0,1,0
"(38, 3)",1,0,0,1
"(39, 3)",1,0,1,0
"(40, 3)",0,1,0,0
"(41, 3)",1,1,0,1
"(42, 3)",0,0,1,1
"(43, 3)",1,1,1,0
"(44, 3)",1,1,0,0
"(45, 3)",1,0,0,1
"(46, 3)",0,0,1,0
"(47, 3)",1,0,0,1
"(48, 3)",1,0,1,0
"(49, 3)",0,1,0,1
"(50, 3)",1,1,1,0
"(1, 4)",1,1,0,1
"(2, 4)",1,0,1,1
"(3, 4)",0,0,1,0
"(4, 4)",0,1,0,1
"(5, 4)",0,1,1,1
"(6, 4)",0,0,1,1
"(7, 4)",0,0,1,1
"(8, 4)",1,1,1,0
"(9, 4)",1,0,0,1
"(10, 4)",0,1,1,0
"(11, 4)",0,1,0,1
"(12, 4)",0,1,1,1
"(13, 4)",1,1,1,1
"(14, 4)",1,0,1,1
"(15, 4)",1,1,1,1
"(16, 4)",1,0,1,0
"(17, 4)",0,1,0,0
"(18, 4)",1,1,0,1
"(19, 4)",0,1,1,1
"(20, 4)",1,0,1,0
"(21, 4)",1,1,0,0
"(22, 4)",0,1,0,1
"(23, 4)",1,0,1,0
"(24, 4)",1,1,0,0
"(25, 4)",1,1,0,0
"(26, 4)",1,1,0,0
"(27, 4)",1,1,0,1
"(28, 4)",1,0,1,0
"(29, 4)",0,1,0,1
"(30, 4)",1,0,1,0
"(31, 4)",1,1,0,0
"(32, 4)",1,1,0,0
"(33, 4)",1,1,0,0
"(34, 4)",0,1,0,1
"(35, 4)",0,1,1,0
"(36, 4)",0,1,0,0
"(37, 4)",1,1,0,0
"(38, 4)",1,1,0,0
"(39, 4)",0,1,0,1
"(40, 4)",1,0,1,0
"(41, 4)",1,1,0,0
"(42, 4)",1,0,0,1
"(43, 4)",1,1,1,0
"(44, 4)",0,1,0,1
"(45, 4)",1,1,1,0
"(46, 4)",1,0,0,1
"(47, 4)",0,1,1,0
"(48, 4)",0,1,0,1
"(49, 4)",1,0,1,1
"(50, 4)",0,1,1,0
"(1, 5)",1,1,0,0
"(2, 5)",1,1,0,0
"(3, 5)",1,0,0,1
"(4, 5)",1,0,1,1
"(5, 5)",0,0,1,1
"(6, 5)",1,0,1,1
"(7, 5)",0,0,1,1
"(8, 5)",1,1,1,0
"(9, 5)",1,1,0,1
"(10, 5)",0,0,1,1
"(11, 5)",1,0,1,1
"(12, 5)",0,0,1,1
"(13, 5)",1,1,1,0
"(14, 5)",1,1,0,0
"(15, 5)",1,1,0,0
"(16, 5)",0,1,0,1
"(17, 5)",1,0,1,0
"(18, 5)",0,1,0,1
"(19, 5)",1,0,1,0
"(20, 5)",0,1,0,1
"(21, 5)",1,1,1,0
"(22, 5)",1,0,0,1
"(23, 5)",0,1,1,1
"(24, 5)",0,1,1,1
"(25, 5)",1,1,1,0
"(26, 5)",0,1,0,1
"(27, 5)",1,1,1,0
"(28, 5)",1,1,0,1
"(29, 5)",0,0,1,1
"(30, 5)",1,1,1,1
"(31, 5)",0,1,1,1
"(32, 5)",1,1,1,0
"(33, 5)",1,1,0,0
"(34, 5)",0,0,0,1
"(35, 5)",1,0,1,1
"(36, 5)",1,0,1,0
"(37, 5)",1,1,0,0
"(38, 5)",1,1,0,0
"(39, 5)",0,0,0,1
"(40, 5)",1,1,1,1
"(41, 5)",0,1,1,1
"(42, 5)",1,1,1,0
"(43, 5)",1,1,0,0
"(44, 5)",1,0,0,1
"(45, 5)",0,1,1,1
"(46, 5)",1,1,1,0
"(47, 5)",1,0,0,1
"(48, 5)",0,0,1,1
"(49, 5)",0,1,1,1
"(50, 5)",1,0,1,0
"(1, 6)",1,1,0,0
"(2, 6)",1,1,0,0
"(3, 6)",1,1,0,0
"(4, 6)",0,1,0,1
"(5, 6)",1,0,1,0
"(6, 6)",0,1,0,1
"(7, 6)",1,0,1,1
"(8, 6)",1,1,1,0
"(9, 6)",1,1,0,0
"(10, 6)",1,0,0,1
"(11, 6)",1,1,1,1
"(12, 6)",1,0,1,0
"(13, 6)",0,1,0,1
"(14, 6)",1,1,1,0
"(15, 6)",0,1,0,1
"(16, 6)",1,0,1,0
"(17, 6)",1,1,0,0
"(18, 6)",1,0,0,1
"(19, 6)",0,1,1,0
"(20, 6)",1,0,0,1
"(21, 6)",1,1,1,0
"(22, 6)",0,1,0,1
"(23, 6)",1,0,1,1
"(24, 6)",1,0,1,0
"(25, 6)",0,1,0,1
"(26, 6)",0,0,1,0
"(27, 6)",1,1,0,0
"(28, 6)",1,1,0,1
"(29, 6)",1,0,1,0
"(30, 6)",0,1,0,1
"(31, 6)",0,0,1,0
"(32, 6)",1,1,0,0
"(33, 6)",0,1,0,1
"(34, 6)",0,0,1,1
"(35, 6)",1,1,1,0
"(36, 6)",0,1,0,1
"(37, 6)",1,1,1,0
"(38, 6)",0,1,0,1
"(39, 6)",1,0,1,0
"(40, 6)",1,1,0,1
"(41, 6)",0,0,1,1
"(42, 6)",0,1,1,1
"(43, 6)",0,1,1,0
"(44, 6)",1,1,0,1
"(45, 6)",1,0,1,1
"(46, 6)",0,1,1,1
"(47, 6)",0,1,1,1
"(48, 6)",0,0,1,1
"(49, 6)",1,0,1,0
"(50, 6)",1,1,0,0
"(1, 7)",1,1,0,0
"(2, 7)",1,1,0,1
"(3, 7)",0,1,1,1
"(4, 7)",1,0,1,1
"(5, 7)",0,1,1,0
"(6, 7)",1,0,0,0
"(7, 7)",1,1,0,0
"(8, 7)",1,1,0,0
"(9, 7)",0,1,0,1
"(10, 7)",1,1,1,0
"(11, 7)",1,1,0,0
"(12, 7)",0,1,0,1
"(13, 7)",1,0,1,1
"(14, 7)",0,1,1,1
"(15, 7)",1,0,1,0
"(16, 7)",1,1,0,0
"(17, 7)",0,1,0,1
"(18, 7)",0,1,1,0
"(19, 7)",1,0,0,1
"(20, 7)",0,1,1,0
"(21, 7)",1,1,0,1
"(22, 7)",1,0,1,1
"(23, 7)",0,1,1,0
"(24, 7)",1,1,0,0
"(25, 7)",1,0,0,1
"(26, 7)",1,0,1,0
"(27, 7)",1,1,0,0
"(28, 7)",1,1,0,0
"(29, 7)",1,1,0,0
"(30, 7)",1,0,0,1
"(31, 7)",1,0,1,1
"(32, 7)",1,1,1,1
"(33, 7)",0,0,1,1
"(34, 7)",0,0,1,1
"(35, 7)",1,1,1,0
"(36, 7)",1,0,0,1
"(37, 7)",0,1,1,0
"(38, 7)",1,0,0,1
"(39, 7)",1,1,1,1
"(40, 7)",1,1,1,0
"(41, 7)",1,0,0,1
"(42, 7)",0,0,1,1
"(43, 7)",1,0,1,1
"(44, 7)",0,1,1,0
"(45, 7)",1,1,0,1
"(46, 7)",0,0,1,0
"(47, 7)",1,0,0,1
"(48, 7)",1,0,1,0
"(49, 7)",1,1,0,1
"(50, 7)",1,1,1,0
"(1, 8)",1,1,0,0
"(2, 8)",1,1,0,1
"(3, 8)",0,0,1,0
"(4, 8)",0,1,0,1
"(5, 8)",1,0,1,0
"(6, 8)",1,1,0,1
"(7, 8)",0,1,1,1
"(8, 8)",0,1,1,1
"(9, 8)",0,0,1,0
"(10, 8)",1,1,0,0
"(11, 8)",1,1,0,1
"(12, 8)",0,0,1,1
"(13, 8)",1,1,1,1
"(14, 8)",0,0,1,1
"(15, 8)",1,1,1,0
"(16, 8)",1,1,0,0
"(17, 8)",1,0,0,0
"(18, 8)",1,0,0,1
"(19, 8)",1,1,1,0
"(20, 8)",1,0,0,1
"(21, 8)",0,1,1,0
"(22, 8)",1,1,0,1
"(23, 8)",1,0,1,0
"(24, 8)",0,1,0,1
"(25, 8)",1,1,1,0
"(26, 8)",0,1,0,1
"(27, 8)",1,1,1,0
"(28, 8)",1,1,0,0
"(29, 8)",0,1,0,1
"(30, 8)",1,1,1,0
"(31, 8)",0,1,0,0
"(32, 8)",1,1,0,1
"(33, 8)",1,0,1,0
"(34, 8)",1,0,0,1
"(35, 8)",0,1,1,1
"(36, 8)",0,1,1,1
"(37, 8)",1,0,1,1
"(38, 8)",0,1,1,0
"(39, 8)",0,1,0,0
"(40, 8)",1,1,0,1
"(41, 8)",0,1,1,1
"(42, 8)",1,0,1,1
"(43, 8)",0,1,1,1
"(44, 8)",0,0,1,1
"(45, 8)",1,1,1,1
"(46, 8)",1,0,1,1
"(47, 8)",0,1,1,0
"(48, 8)",0,1,0,1
"(49, 8)",0,1,1,0
"(50, 8)",1,1,0,0
"(1, 9)",1,1,0,0
"(2, 9)",0,1,0,1
"(3, 9)",1,0,1,1
"(4, 9)",1,0,1,0
"(5, 9)",0,1,0,1
"(6, 9)",0,1,1,1
"(7, 9)",1,0,1,0
"(8, 9)",1,0,0,1
"(9, 9)",0,0,1,1
"(10, 9)",0,1,1,0
"(11, 9)",0,1,0,1
"(12, 9)",1,0,1,0
"(13, 9)",1,1,0,1
"(14, 9)",0,0,1,1
"(15, 9)",0,1,1,1
"(16, 9)",0,1,1,0
"(17, 9)",0,1,0,1
"(18, 9)",0,1,1,0
"(19, 9)",1,1,0,0
"(20, 9)",1,1,0,0
"(21, 9)",1,0,0,1
"(22, 9)",0,1,1,0
"(23, 9)",1,1,0,1
"(24, 9)",1,0,1,0
"(25, 9)",1,1,0,0
"(26, 9)",1,0,0,1
"(27, 9)",1,1,1,0
"(28, 9)",1,1,0,0
"(29, 9)",0,0,0,1
"(30, 9)",1,1,1,0
"(31, 9)",1,0,0,1
"(32, 9)",0,1,1,0
"(33, 9)",1,1,0,0
"(34, 9)",1,1,0,0
"(35, 9)",1,0,0,1
"(36, 9)",1,0,1,0
"(37, 9)",1,1,0,1
"(38, 9)",0,0,1,1
"(39, 9)",1,0,1,1
"(40, 9)",1,1,1,0
"(41, 9)",1,0,0,1
"(42, 9)",1,1,1,0
"(43, 9)",1,0,0,1
"(44, 9)",1,0,1,1
"(45, 9)",0,1,1,0
"(46, 9)",0,1,0,1
"(47, 9)",1,0,1,0
"(48, 9)",0,0,0,1
"(49, 9)",1,0,1,1
"(50, 9)",0,1,1,0
"(1, 10)",0,1,0,1
"(2, 10)",0,0,1,1
"(3, 10)",0,1,1,0
"(4, 10)",0,1,0,1
"(5, 10)",1,0,1,0
"(6, 10)",1,0,0,1
"(7, 10)",0,1,1,1
"(8, 10)",1,1,1,0
"(9, 10)",1,0,0,1
"(10, 10)",0,0,1,1
"(11, 10)",1,0,1,0
"(12, 10)",1,1,0,0
"(13, 10)",0,1,0,1
"(14, 10)",1,0,1,0
"(15, 10)",1,0,0,1
"(16, 10)",1,0,1,1
"(17, 10)",1,0,1,0
"(18, 10)",1,0,0,1
"(19, 10)",0,1,1,0
"(20, 10)",1,1,0,0
"(21, 10)",1,1,0,0
"(22, 10)",0,0,0,1
"(23, 10)",1,1,1,0
"(24, 10)",1,1,0,1
"(25, 10)",0,1,1,1
"(26, 10)",0,1,1,0
"(27, 10)",1,1,0,0
"(28, 10)",1,1,0,1
"(29, 10)",1,0,1,0
"(30, 10)",0,1,0,0
"(31, 10)",0,1,0,1
"(32, 10)",1,0,1,1
"(33, 10)",1,1,1,0
"(34, 10)",1,1,0,1
"(35, 10)",1,1,1,0
"(36, 10)",0,1,0,1
"(37, 10)",1,1,1,0
"(38, 10)",1,0,0,0
"(39, 10)",1,1,0,0
"(40, 10)",0,1,0,1
"(41, 10)",1,1,1,0
"(42, 10)",0,1,0,1
"(43, 10)",0,1,1,0
"(44, 10)",0,1,0,1
"(45, 10)",0,0,1,1
"(46, 10)",1,0,1,0
"(47, 10)",0,1,0,1
"(48, 10)",0,0,1,1
"(49, 10)",0,1,1,1
"(50, 10)",1,0,1,0
"(1, 11)",1,0,0,1
"(2, 11)",0,0,1,1
"(3, 11)",1,0,1,1
"(4, 11)",1,0,1,0
"(5, 11)",1,1,0,0
"(6, 11)",1,1,0,0
"(7, 11)",1,0,0,1
"(8, 11)",0,1,1,1
"(9, 11)",1,1,1,1
"(10, 11)",1,0,1,0
"(11, 11)",1,1,0,0
"(12, 11)",1,1,0,1
"(13, 11)",0,0,1,0
"(14, 11)",1,1,0,1
"(15, 11)",0,1,1,0
"(16, 11)",1,1,0,0
"(17, 11)",0,1,0,1
"(18, 11)",0,1,1,0
"(19, 11)",1,0,0,1
"(20, 11)",0,1,1,0
"(21, 11)",0,1,0,1
"(22, 11)",1,0,1,0
"(23, 11)",0,1,0,1
"(24, 11)",1,1,1,1
"(25, 11)",1,0,1,0
"(26, 11)",1,0,0,1
"(27, 11)",0,1,1,0
"(28, 11)",0,1,0,0
"(29, 11)",0,1,0,1
"(30, 11)",1,0,1,0
"(31, 11)",1,0,0,1
"(32, 11)",0,1,1,0
"(33, 11)",0,1,0,1
"(34, 11)",0,1,1,0
"(35, 11)",0,1,0,1
"(36, 11)",1,0,1,1
"(37, 11)",1,1,1,0
"(38, 11)",1,1,0,0
"(39, 11)",0,1,0,1
"(40, 11)",1,0,1,0
"(41, 11)",0,1,0,1
"(42, 11)",0,0,1,1
"(43, 11)",0,0,1,1
"(44, 11)",1,0,1,0
"(45, 11)",1,0,0,1
"(46, 11)",1,1,1,0
"(47, 11)",1,0,0,0
"(48, 11)",1,0,0,1
"(49, 11)",1,0,1,0
"(50, 11)",1,1,0,0
"(1, 12)",0,1,0,1
"(2, 12)",1,0,1,1
"(3, 12)",1,1,1,0
"(4, 12)",0,1,0,1
"(5, 12)",0,1,1,0
"(6, 12)",1,1,0,0
"(7, 12)",1,1,0,1
"(8, 12)",0,0,1,1
"(9, 12)",1,1,1,0
"(10, 12)",1,1,0,1
"(11, 12)",0,1,1,1
"(12, 12)",1,1,1,1
"(13, 12)",0,0,1,1
"(14, 12)",0,1,1,1
"(15, 12)",1,0,1,1
"(16, 12)",1,1,1,0
"(17, 12)",1,0,0,1
"(18, 12)",0,0,1,0
"(19, 12)",0,1,0,1
"(20, 12)",0,0,1,1
"(21, 12)",1,0,1,0
"(22, 12)",0,1,0,1
"(23, 12)",1,0,1,1
"(24, 12)",1,1,1,0
"(25, 12)",1,1,0,1
"(26, 12)",1,1,1,0
"(27, 12)",1,0,0,1
"(28, 12)",1,0,1,0
"(29, 12)",1,0,0,1
"(30, 12)",0,1,1,1
"(31, 12)",0,1,1,1
"(32, 12)",0,0,1,1
"(33, 12)",1,0,1,1
"(34, 12)",0,0,1,1
"(35, 12)",1,0,1,0
"(36, 12)",1,1,0,0
"(37, 12)",0,1,0,1
"(38, 12)",1,1,1,0
"(39, 12)",1,0,0,1
"(40, 12)",0,1,1,1
"(41, 12)",0,0,1,1
"(42, 12)",0,0,1,1
"(43, 12)",1,0,1,1
"(44, 12)",0,1,1,1
"(45, 12)",1,1,1,0
"(46, 12)",0,1,0,1
"(47, 12)",0,1,1,0
"(48, 12)",1,1,0,0
"(49, 12)",0,1,0,1
"(50, 12)",1,1,1,0
"(1, 13)",1,0,0,1
"(2, 13)",1,1,1,0
"(3, 13)",0,1,0,1
"(4, 13)",1,0,1,0
"(5, 13)",1,0,0,1
"(6, 13)",1,1,1,0
"(7, 13)",1,1,0,0
"(8, 13)",1,0,0,1
"(9, 13)",0,1,1,1
"(10, 13)",1,1,1,0
"(11, 13)",0,0,0,1
"(12, 13)",1,1,1,0
"(13, 13)",1,0,0,0
"(14, 13)",1,0,0,1
"(15, 13)",0,1,1,0
"(16, 13)",1,1,0,1
"(17, 13)",0,1,1,0
"(18, 13)",1,0,0,1
"(19, 13)",1,0,1,1
"(20, 13)",0,0,1,1
"(21, 13)",1,1,1,1
"(22, 13)",0,0,1,1
"(23, 13)",1,1,1,0
"(24, 13)",1,1,0,0
"(25, 13)",1,1,0,0
"(26, 13)",0,1,0,1
"(27, 13)",0,1,1,0
"(28, 13)",0,1,0,1
"(29, 13)",1,1,1,0
"(30, 13)",1,0,0,1
"(31, 13)",0,0,1,1
"(32, 13)",0,0,1,1
"(33, 13)",1,1,1,1
"(34, 13)",0,0,1,0
"(35, 13)",1,1,0,1
"(36, 13)",0,1,1,1
"(37, 13)",1,0,1,1
"(38, 13)",1,1,1,0
"(39, 13)",0,1,0,1
"(40, 13)",0,0,1,1
"(41, 13)",0,0,1,1
"(42, 13)",1,0,1,0
"(43, 13)",1,1,0,0
"(44, 13)",1,0,0,1
"(45, 13)",0,1,1,1
"(46, 13)",0,0,1,1
"(47, 13)",1,0,1,0
"(48, 13)",1,1,0,1
"(49, 13)",1,0,1,1
"(50, 13)",0,1,1,0
"(1, 14)",0,1,0,0
"(2, 14)",1,1,0,1
"(3, 14)",1,0,1,0
"(4, 14)",1,1,0,1
"(5, 14)",0,1,1,0
"(6, 14)",1,1,0,1
"(7, 14)",0,1,1,1
"(8, 14)",1,1,1,0
"(9, 14)",1,0,0,0
"(10, 14)",0,1,0,1
"(11, 14)",1,0,1,1
"(12, 14)",1,1,1,1
"(13, 14)",1,1,1,0
"(14, 14)",1,1,0,1
"(15, 14)",1,0,1,0
"(16, 14)",0,1,0,1
"(17, 14)",1,0,1,1
"(18, 14)",0,1,1,0
"(19, 14)",1,1,0,1
"(20, 14)",1,0,1,0
"(21, 14)",0,1,0,1
"(22, 14)",0,0,1,1
"(23, 14)",0,1,1,1
"(24, 14)",0,1,1,0
"(25, 14)",0,1,0,1
"(26, 14)",0,0,1,1
"(27, 14)",0,0,1,1
"(28, 14)",1,0,1,0
"(29, 14)",1,1,0,1
"(30, 14)",0,1,1,1
"(31, 14)",0,0,1,1
"(32, 14)",1,0,1,0
"(33, 14)",1,1,0,0
"(34, 14)",1,0,0,1
"(35, 14)",0,1,1,1
"(36, 14)",1,0,1,1
"(37, 14)",0,1,1,0
"(38, 14)",1,1,0,0
"(39, 14)",1,0,0,1
"(40, 14)",0,0,1,1
"(41, 14)",1,0,1,0
"(42, 14)",1,1,0,0
"(43, 14)",1,1,0,0
"(44, 14)",0,1,0,1
"(45, 14)",1,0,1,0
"(46, 14)",1,0,0,1
"(47, 14)",0,1,1,1
"(48, 14)",0,1,1,0
"(49, 14)",0,1,0,1
"(50, 14)",1,0,1,0
"(1, 15)",1,0,0,1
"(2, 15)",0,1,1,0
"(3, 15)",0,1,0,1
"(4, 15)",0,1,1,1
"(5, 15)",0,0,1,1
"(6, 15)",0,1,1,1
"(7, 15)",0,0,1,1
"(8, 15)",0,1,1,0
"(9, 15)",1,1,0,1
"(10, 15)",1,0,1,0
"(11, 15)",1,1,0,0
"(12, 15)",1,1,0,0
"(13, 15)",0,1,0,1
"(14, 15)",1,1,1,0
"(15, 15)",0,1,0,1
"(16, 15)",0,0,1,1
"(17, 15)",0,1,1,0
"(18, 15)",1,0,0,0
"(19, 15)",1,1,0,0
"(20, 15)",1,1,0,1
"(21, 15)",0,0,1,1
"(22, 15)",0,0,1,1
"(23, 15)",1,0,1,0
"(24, 15)",1,0,0,1
"(25, 15)",0,0,1,1
"(26, 15)",0,0,1,1
"(27, 15)",1,0,1,1
"(28, 15)",0,1,1,1
"(29, 15)",0,1,1,1
"(30, 15)",1,0,1,1
"(31, 15)",0,0,1,1
"(32, 15)",1,1,1,1
"(33, 15)",0,1,1,0
"(34, 15)",0,1,0,1
"(35, 15)",1,0,1,0
"(36, 15)",0,1,0,1
"(37, 15)",1,0,1,1
"(38, 15)",0,1,1,1
"(39, 15)",0,1,1,1
"(40, 15)",1,0,1,1
"(41, 15)",0,1,1,0
"(42, 15)",0,1,0,1
"(43, 15)",1,1,1,1
"(44, 15)",0,0,1,0
"(45, 15)",1,1,0,1
"(46, 15)",1,1,1,0
"(47, 15)",1,0,0,0
"(48, 15)",1,0,0,1
"(49, 15)",0,0,1,1
"(50, 15)",0,1,1,0
"(1, 16)",1,1,0,0
"(2, 16)",1,0,0,1
"(3, 16)",1,0,1,0
"(4, 16)",1,0,0,1
"(5, 16)",1,0,1,1
"(6, 16)",1,0,1,0
"(7, 16)",1,0,0,1
"(8, 16)",0,0,1,1
"(9, 16)",0,1,1,0
"(10, 16)",1,1,0,1
"(11, 16)",1,1,1,0
"(12, 16)",1,1,0,0
"(13, 16)",1,0,0,1
"(14, 16)",0,1,1,1
"(15, 16)",0,0,1,1
"(16, 16)",1,0,1,1
"(17, 16)",0,0,1,1
"(18, 16)",1,1,1,0
"(19, 16)",1,1,0,0
"(20, 16)",0,1,0,1
"(21, 16)",1,0,1,1
"(22, 16)",1,0,1,0
"(23, 16)",1,1,0,0
"(24, 16)",1,1,0,0
"(25, 16)",1,0,0,1
"(26, 16)",0,0,1,0
"(27, 16)",0,1,0,1
"(28, 16)",0,0,1,1
"(29, 16)",1,0,1,0
"(30, 16)",0,1,0,1
"(31, 16)",1,0,1,0
"(32, 16)",0,1,0,1
"(33, 16)",1,0,1,1
"(34, 16)",0,0,1,1
"(35, 16)",0,1,1,0
"(36, 16)",1,0,0,0
"(37, 16)",1,1,0,1
"(38, 16)",0,0,1,1
"(39, 16)",0,0,1,1
"(40, 16)",0,1,1,0
"(41, 16)",1,0,0,1
"(42, 16)",1,0,1,1
"(43, 16)",0,1,1,1
"(44, 16)",1,0,1,1
"(45, 16)",0,1,1,0
"(46, 16)",1,1,0,1
"(47, 16)",1,1,1,1
"(48, 16)",0,1,1,0
"(49, 16)",0,0,0,1
"(50, 16)",1,0,1,0
"(1, 17)",1,1,0,1
"(2, 17)",0,1,1,0
"(3, 17)",0,1,0,1
"(4, 17)",0,1,1,0
"(5, 17)",1,1,0,0
"(6, 17)",1,1,0,0
"(7, 17)",0,1,0,1
"(8, 17)",1,0,1,1
"(9, 17)",1,0,1,0
"(10, 17)",1,1,0,0
"(11, 17)",1,1,0,0
"(12, 17)",0,1,0,1
"(13, 17)",0,1,1,0
"(14, 17)",1,0,0,1
"(15, 17)",0,0,1,1
"(16, 17)",1,1,1,0
"(17, 17)",1,0,0,1
"(18, 17)",1,1,1,0
"(19, 17)",0,1,0,1
"(20, 17)",1,0,1,0
"(21, 17)",1,1,0,0
"(22, 17)",0,1,0,0
"(23, 17)",1,1,0,1
"(24, 17)",0,1,1,0
"(25, 17)",1,1,0,1
"(26, 17)",1,0,1,1
"(27, 17)",0,0,1,1
"(28, 17)",0,0,1,0
"(29, 17)",1,1,0,1
"(30, 17)",1,0,1,0
"(31, 17)",0,1,0,1
"(32, 17)",0,0,1,1
"(33, 17)",0,1,1,1
"(34, 17)",0,0,1,1
"(35, 17)",0,0,1,1
"(36, 17)",1,1,1,0
"(37, 17)",0,1,0,1
"(38, 17)",1,0,1,1
"(39, 17)",1,0,1,1
"(40, 17)",1,0,1,1
"(41, 17)",1,1,1,0
"(42, 17)",0,1,0,1
"(43, 17)",1,0,1,0
"(44, 17)",1,1,0,0
"(45, 17)",1,0,0,1
"(46, 17)",0,1,1,0
"(47, 17)",0,1,0,1
"(48, 17)",1,0,1,1
"(49, 17)",0,0,1,1
"(50, 17)",1,1,1,0
"(1, 18)",1,1,0,1
"(2, 18)",0,0,1,1
"(3, 18)",1,0,1,0
"(4, 18)",1,0,0,1
"(5, 18)",0,1,1,0
"(6, 18)",0,1,0,1
"(7, 18)",0,0,1,1
"(8, 18)",1,1,1,0
"(9, 18)",0,1,0,1
"(10, 18)",1,1,1,0
"(11, 18)",1,1,0,0
"(12, 18)",1,0,0,1
"(13, 18)",0,0,1,0
"(14, 18)",0,1,0,1
"(15, 18)",1,0,1,0
"(16, 18)",1,1,0,0
"(17, 18)",1,1,0,0
"(18, 18)",0,1,0,1
"(19, 18)",0,0,1,1
"(20, 18)",1,1,1,1
"(21, 18)",1,1,1,1
"(22, 18)",1,0,1,1
"(23, 18)",1,1,1,0
