  cell  ,E,W,N,S
"(15, 6)",0,1,1,0
"(16, 6)",1,0,0,0
"(17, 6)",0,1,0,1
"(18, 6)",0,1,1,0
"(19, 6)",1,1,0,1
"(20, 6)",1,1,1,0
"(1, 7)",1,1,0,0
"(2, 7)",1,1,0,0
"(3, 7)",1,0,0,1
"(4, 7)",0,0,1,0
"(5, 7)",1,1,0,0
"(6, 7)",1,0,0,1
"(7, 7)",0,1,1,0
"(8, 7)",0,1,0,1
"(9, 7)",1,1,1,0
"(10, 7)",1,0,0,1
"(11, 7)",1,1,1,0
"(12, 7)",0,1,0,0
"(13, 7)",0,1,0,1
"(14, 7)",0,0,1,1
"(15, 7)",1,0,1,0
"(16, 7)",1,1,0,1
"(17, 7)",0,0,1,1
"(18, 7)",0,0,1,1
"(19, 7)",1,1,1,0
"(20, 7)",1,1,0,0
"(1, 8)",0,1,0,1
"(2, 8)",0,1,1,0
"(3, 8)",1,1,0,1
"(4, 8)",1,0,1,0
"(5, 8)",1,1,0,0
"(6, 8)",1,1,0,0
"(7, 8)",1,0,0,1
"(8, 8)",1,0,1,1
"(9, 8)",0,1,1,0
"(10, 8)",1,1,0,0
"(11, 8)",1,1,0,1
"(12, 8)",0,0,1,1
"(13, 8)",0,0,1,1
"(14, 8)",0,0,1,1
"(15, 8)",0,1,1,1
"(16, 8)",1,1,1,1
"(17, 8)",1,0,1,1
"(18, 8)",1,0,1,0
"(19, 8)",1,1,0,0
"(20, 8)",1,1,0,0
"(1, 9)",0,0,0,1
"(2, 9)",1,0,1,0
"(3, 9)",1,1,0,0
"(4, 9)",1,1,0,1
"(5, 9)",0,1,1,0
"(6, 9)",1,1,0,0
"(7, 9)",1,1,0,0
"(8, 9)",0,1,0,1
"(9, 9)",0,0,1,1
"(10, 9)",1,1,1,0
"(11, 9)",0,1,0,1
"(12, 9)",0,0,1,1
"(13, 9)",1,0,1,1
"(14, 9)",1,0,1,1
"(15, 9)",0,0,1,1
"(16, 9)",0,1,1,0
"(17, 9)",1,1,0,0
"(18, 9)",1,1,0,1
"(19, 9)",0,1,1,0
"(20, 9)",1,1,0,0
"(1, 10)",1,0,0,1
"(2, 10)",0,1,1,0
"(3, 10)",1,1,0,0
"(4, 10)",1,1,0,1
"(5, 10)",1,0,1,0
"(6, 10)",1,1,0,0
"(7, 10)",1,1,0,1
"(8, 10)",0,0,1,1
"(9, 10)",0,0,1,1
"(10, 10)",1,1,1,1
"(11, 10)",0,0,1,1
"(12, 10)",0,0,1,1
"(13, 10)",0,1,1,0
"(14, 10)",1,1,0,1
"(15, 10)",1,0,1,0
"(16, 10)",1,0,0,0
"(17, 10)",1,1,0,0
"(18, 10)",1,1,0,1
"(19, 10)",0,0,1,0
"(20, 10)",1,1,0,0
"(1, 11)",1,1,0,0
"(2, 11)",1,0,0,1
"(3, 11)",0,1,1,0
"(4, 11)",1,1,0,0
"(5, 11)",0,1,0,1
"(6, 11)",0,1,1,0
"(7, 11)",1,1,0,0
"(8, 11)",1,0,0,1
"(9, 11)",0,0,1,1
"(10, 11)",1,1,1,1
"(11, 11)",1,0,1,1
"(12, 11)",0,0,1,1
"(13, 11)",0,0,1,1
"(14, 11)",1,1,1,0
"(15, 11)",1,1,0,0
"(16, 11)",0,1,0,1
"(17, 11)",0,1,1,1
"(18, 11)",0,1,1,0
"(19, 11)",1,0,0,1
"(20, 11)",0,1,1,0
"(1, 12)",1,1,0,1
"(2, 12)",0,1,1,1
"(3, 12)",0,0,1,0
"(4, 12)",1,1,0,1
"(5, 12)",1,0,1,1
"(6, 12)",1,0,1,1
"(7, 12)",0,1,1,0
"(8, 12)",0,1,0,0
"(9, 12)",1,0,0,1
"(10, 12)",1,1,1,0
"(11, 12)",1,1,0,1
"(12, 12)",0,0,1,1
"(13, 12)",1,0,1,0
"(14, 12)",1,1,0,1
"(15, 12)",1,1,1,0
"(16, 12)",1,0,0,1
"(17, 12)",0,0,1,1
"(18, 12)",1,0,1,1
"(19, 12)",0,1,1,1
"(20, 12)",1,0,1,0
"(1, 13)",0,1,0,0
"(2, 13)",1,0,0,1
"(3, 13)",0,0,1,1
"(4, 13)",1,1,1,0
"(5, 13)",1,1,0,0
"(6, 13)",0,1,0,1
"(7, 13)",1,0,1,1
"(8, 13)",1,0,1,1
"(9, 13)",0,1,1,0
"(10, 13)",1,1,0,0
"(11, 13)",1,1,0,0
"(12, 13)",1,0,0,1
"(13, 13)",0,1,1,0
"(14, 13)",1,1,0,0
"(15, 13)",1,1,0,1
"(16, 13)",0,1,1,1
"(17, 13)",1,0,1,0
"(18, 13)",0,1,0,1
"(19, 13)",0,0,1,1
"(20, 13)",1,1,1,0
"(1, 14)",1,0,0,1
"(2, 14)",0,1,1,0
"(3, 14)",0,0,0,1
"(4, 14)",1,1,1,0
"(5, 14)",0,1,0,1
"(6, 14)",1,0,1,0
"(7, 14)",0,1,0,0
"(8, 14)",0,1,0,1
"(9, 14)",1,0,1,0
"(10, 14)",1,1,0,1
"(11, 14)",1,1,1,0
"(12, 14)",1,1,0,1
"(13, 14)",1,0,1,0
"(14, 14)",1,1,0,0
"(15, 14)",1,1,0,1
"(16, 14)",0,0,1,0
"(17, 14)",1,1,0,0
"(18, 14)",1,0,0,1
"(19, 14)",1,0,1,0
"(20, 14)",1,1,0,0
"(1, 15)",1,1,0,0
"(2, 15)",1,0,0,1
"(3, 15)",1,0,1,0
"(4, 15)",1,1,0,1
"(5, 15)",0,0,1,1
"(6, 15)",1,1,1,1
"(7, 15)",0,0,1,1
"(8, 15)",1,0,1,0
"(9, 15)",1,1,0,1
"(10, 15)",1,1,1,0
"(11, 15)",1,1,0,1
"(12, 15)",0,1,1,0
"(13, 15)",1,1,0,1
"(14, 15)",1,1,1,1
"(15, 15)",1,1,1,1
"(16, 15)",0,0,1,1
"(17, 15)",0,1,1,0
"(18, 15)",1,1,0,0
"(19, 15)",1,1,0,0
"(20, 15)",1,1,0,0
"(1, 16)",1,1,0,0
"(2, 16)",1,1,0,0
"(3, 16)",0,1,0,1
"(4, 16)",0,1,1,1
"(5, 16)",1,0,1,0
"(6, 16)",1,1,0,1
"(7, 16)",1,0,1,0
"(8, 16)",0,1,0,1
"(9, 16)",0,1,1,0
"(10, 16)",1,1,0,0
"(11, 16)",1,1,0,0
"(12, 16)",1,0,0,1
"(13, 16)",0,1,1,0
"(14, 16)",1,1,0,0
"(15, 16)",1,1,0,1
"(16, 16)",0,0,1,1
"(17, 16)",1,0,1,0
"(18, 16)",1,1,0,0
"(19, 16)",0,1,0,1
"(20, 16)",0,1,1,0
"(1, 17)",1,1,0,0
"(2, 17)",1,1,0,1
"(3, 17)",0,0,1,0
"(4, 17)",1,0,0,1
"(5, 17)",1,1,1,1
"(6, 17)",1,1,1,0
"(7, 17)",0,1,0,1
"(8, 17)",1,0,1,0
"(9, 17)",1,0,0,1
"(10, 17)",0,1,1,1
"(11, 17)",0,1,1,1
"(12, 17)",1,1,1,0
"(13, 17)",1,0,0,1
"(14, 17)",0,1,1,1
"(15, 17)",1,1,1,0
"(16, 17)",1,0,0,0
"(17, 17)",1,1,0,0
"(18, 17)",0,1,0,1
"(19, 17)",0,0,1,1
"(20, 17)",1,0,1,0
"(1, 18)",1,1,0,0
"(2, 18)",1,1,0,1
"(3, 18)",1,0,1,1
"(4, 18)",0,1,1,0
"(5, 18)",1,1,0,0
"(6, 18)",1,1,0,0
"(7, 18)",1,0,0,1
"(8, 18)",0,1,1,0
"(9, 18)",1,1,0,1
"(10, 18)",0,0,1,0
"(11, 18)",1,0,0,1
"(12, 18)",1,1,1,1
"(13, 18)",1,1,1,0
"(14, 18)",1,0,0,0
"(15, 18)",0,1,0,1
"(16, 18)",1,1,1,0
"(17, 18)",0,1,0,1
"(18, 18)",0,0,1,1
"(19, 18)",1,0,1,0
"(20, 18)",1,1,0,0
"(1, 19)",1,1,0,1
"(2, 19)",1,1,1,0
"(3, 19)",1,1,0,1
"(4, 19)",1,0,1,0
"(5, 19)",1,1,0,0
"(6, 19)",1,1,0,0
"(7, 19)",1,1,0,1
"(8, 19)",0,0,1,1
"(9, 19)",0,1,1,1
"(10, 19)",0,0,1,1
"(11, 19)",0,1,1,0
"(12, 19)",1,1,0,0
"(13, 19)",1,1,0,1
"(14, 19)",0,1,1,1
"(15, 19)",0,0,1,1
"(16, 19)",0,1,1,1
"(17, 19)",0,0,1,1
"(18, 19)",1,0,1,0
"(19, 19)",0,1,0,1
"(20, 19)",1,1,1,0
"(1, 20)",1,1,0,0
"(2, 20)",1,1,0,1
"(3, 20)",0,1,1,0
"(4, 20)",1,1,0,1
"(5, 20)",1,1,1,0
"(6, 20)",0,1,0,1
"(7, 20)",1,1,1,0
"(8, 20)",0,0,0,1
"(9, 20)",1,0,1,0
"(10, 20)",1,0,0,1
"(11, 20)",0,0,1,1
"(12, 20)",1,1,1,1
"(13, 20)",1,1,1,0
"(14, 20)",1,0,0,1
"(15, 20)",0,0,1,1
"(16, 20)",1,0,1,0
"(17, 20)",1,0,0,1
"(18, 20)",0,1,1,1
"(19, 20)",0,0,1,0
"(20, 20)",1,1,0,0
"(1, 21)",1,1,0,1
"(2, 21)",0,1,1,1
"(3, 21)",1,0,1,1
"(4, 21)",1,1,1,0
"(5, 21)",0,1,0,1
"(6, 21)",0,0,1,0
"(7, 21)",0,1,0,1
"(8, 21)",1,0,1,1
"(9, 21)",1,1,1,0
"(10, 21)",1,1,0,1
"(11, 21)",0,0,1,0
"(12, 21)",1,1,0,0
"(13, 21)",0,1,0,1
"(14, 21)",0,1,1,0
"(15, 21)",1,0,0,0
"(16, 21)",1,1,0,0
"(17, 21)",0,1,0,1
"(18, 21)",1,0,1,0
"(19, 21)",1,0,0,1
"(20, 21)",1,1,1,0
"(1, 22)",1,1,0,1
"(2, 22)",1,0,1,0
"(3, 22)",1,1,0,0
"(4, 22)",1,1,0,1
"(5, 22)",1,0,1,1
"(6, 22)",0,0,1,1
"(7, 22)",0,0,1,1
"(8, 22)",1,1,1,0
"(9, 22)",1,1,0,0
"(10, 22)",1,1,0,0
"(11, 22)",1,0,0,1
"(12, 22)",1,1,1,0
"(13, 22)",1,0,0,1
"(14, 22)",0,0,1,1
"(15, 22)",1,1,1,1
"(16, 22)",1,1,1,0
"(17, 22)",0,0,0,1
"(18, 22)",0,1,1,0
"(19, 22)",1,1,0,0
"(20, 22)",1,1,0,0
"(1, 23)",1,1,0,0
"(2, 23)",1,1,0,1
"(3, 23)",0,1,1,0
"(4, 23)",1,1,0,0
"(5, 23)",1,1,0,0
"(6, 23)",0,0,0,1
"(7, 23)",0,0,1,1
"(8, 23)",1,1,1,1
"(9, 23)",0,1,1,1
"(10, 23)",0,1,1,0
"(11, 23)",1,1,0,0
"(12, 23)",1,1,0,0
"(13, 23)",1,1,0,1
"(14, 23)",0,0,1,1
"(15, 23)",1,1,1,0
"(16, 23)",0,1,0,1
"(17, 23)",1,0,1,0
"(18, 23)",1,0,0,1
"(19, 23)",0,1,1,0
"(20, 23)",1,1,0,0
"(1, 24)",1,1,0,0
"(2, 24)",1,1,0,1
"(3, 24)",1,0,1,0
"(4, 24)",0,1,0,0
"(5, 24)",0,1,0,1
"(6, 24)",0,0,1,1
"(7, 24)",1,0,1,0
"(8, 24)",1,1,0,1
"(9, 24)",0,0,1,0
"(10, 24)",1,0,0,1
"(11, 24)",0,1,1,0
"(12, 24)",1,1,0,0
"(13, 24)",0,1,0,1
"(14, 24)",1,0,1,0
"(15, 24)",1,1,0,0
"(16, 24)",1,0,0,1
"(17, 24)",0,1,1,1
"(18, 24)",0,1,1,1
"(19, 24)",1,0,1,0
"(20, 24)",1,1,0,0
"(1, 25)",1,1,0,0
"(2, 25)",1,1,0,0
"(3, 25)",0,1,0,1
"(4, 25)",0,0,1,1
"(5, 25)",0,0,1,1
"(6, 25)",1,0,1,0
"(7, 25)",1,1,0,1
"(8, 25)",0,1,1,0
"(9, 25)",1,0,0,1
"(10, 25)",0,1,1,1
"(11, 25)",1,0,1,0
"(12, 25)",1,1,0,0
"(13, 25)",1,0,0,1
"(14, 25)",0,1,1,0
"(15, 25)",0,1,0,0
"(16, 25)",1,1,0,0
"(17, 25)",1,0,0,1
"(18, 25)",1,0,1,0
"(19, 25)",1,1,0,0
"(20, 25)",1,1,0,0
"(1, 26)",1,1,0,1
"(2, 26)",0,1,1,0
"(3, 26)",1,0,0,1
"(4, 26)",1,0,1,1
"(5, 26)",1,0,1,1
"(6, 26)",0,1,1,1
"(7, 26)",0,1,1,0
"(8, 26)",1,0,0,1
"(9, 26)",0,1,1,0
"(10, 26)",1,0,0,1
"(11, 26)",0,1,1,1
"(12, 26)",0,1,1,0
"(13, 26)",1,1,0,1
"(14, 26)",1,0,1,1
"(15, 26)",1,0,1,0
"(16, 26)",0,1,0,1
"(17, 26)",0,1,1,0
"(18, 26)",1,1,0,1
"(19, 26)",1,1,1,0
"(20, 26)",1,1,0,0
"(1, 27)",0,1,0,1
"(2, 27)",1,0,1,0
"(3, 27)",1,1,0,0
"(4, 27)",1,1,0,0
"(5, 27)",1,1,0,1
"(6, 27)",1,0,1,1
"(7, 27)",0,0,1,1
"(8, 27)",0,1,1,1
"(9, 27)",1,0,1,0
"(10, 27)",0,1,0,1
"(11, 27)",1,0,1,0
"(12, 27)",1,0,0,1
"(13, 27)",1,1,1,0
"(14, 27)",1,1,0,0
"(15, 27)",1,1,0,1
"(16, 27)",1,0,1,0
"(17, 27)",1,0,0,1
"(18, 27)",1,1,1,0
"(19, 27)",1,1,0,0
"(20, 27)",1,1,0,0
"(1, 28)",1,0,0,1
"(2, 28)",0,1,1,1
"(3, 28)",1,1,1,0
"(4, 28)",1,1,0,0
"(5, 28)",0,1,0,0
"(6, 28)",0,1,0,1
"(7, 28)",1,0,1,0
"(8, 28)",1,0,0,1
"(9, 28)",0,1,1,1
"(10, 28)",1,0,1,1
"(11, 28)",0,1,1,1
"(12, 28)",1,1,1,0
"(13, 28)",0,1,0,1
"(14, 28)",1,1,1,1
"(15, 28)",0,1,1,0
"(16, 28)",1,1,0,1
"(17, 28)",1,1,1,0
"(18, 28)",1,1,0,0
"(19, 28)",1,1,0,0
"(20, 28)",1,1,0,0
"(1, 29)",1,1,0,0
"(2, 29)",1,0,0,1
"(3, 29)",0,1,1,0
"(4, 29)",1,1,0,1
"(5, 29)",0,0,1,1
"(6, 29)",0,0,1,1
"(7, 29)",1,1,1,0
"(8, 29)",1,1,0,0
"(9, 29)",1,0,0,1
"(10, 29)",0,1,1,1
"(11, 29)",1,0,1,0
"(12, 29)",1,1,0,1
"(13, 29)",0,0,1,1
"(14, 29)",1,1,1,1
"(15, 29)",0,0,1,1
"(16, 29)",1,1,1,0
"(17, 29)",1,1,0,0
"(18, 29)",1,1,0,0
"(19, 29)",0,1,0,1
"(20, 29)",1,1,1,0
"(1, 30)",1,1,0,1
"(2, 30)",0,1,1,1
"(3, 30)",0,0,1,0
"(4, 30)",1,1,0,1
"(5, 30)",0,0,1,1
"(6, 30)",1,0,1,0
"(7, 30)",1,1,0,0
"(8, 30)",1,1,0,0
"(9, 30)",0,1,0,1
"(10, 30)",1,0,1,1
"(11, 30)",0,1,1,1
"(12, 30)",0,1,1,1
"(13, 30)",1,0,1,0
"(14, 30)",1,1,0,1
"(15, 30)",0,0,1,1
"(16, 30)",0,1,1,1
"(17, 30)",0,1,1,1
"(18, 30)",0,1,1,1
"(19, 30)",1,0,1,0
"(20, 30)",1,1,0,0
"(1, 31)",0,1,0,1
"(2, 31)",1,0,1,0
"(3, 31)",1,0,0,1
"(4, 31)",0,1,1,0
"(5, 31)",1,0,0,0
"(6, 31)",1,1,0,0
"(7, 31)",1,1,0,1
"(8, 31)",0,1,1,1
"(9, 31)",1,0,1,0
"(10, 31)",0,1,0,1
"(11, 31)",0,0,1,1
"(12, 31)",1,0,1,0
"(13, 31)",1,1,0,1
"(14, 31)",0,1,1,0
"(15, 31)",1,0,0,1
"(16, 31)",0,0,1,1
"(17, 31)",0,0,1,1
"(18, 31)",1,0,1,0
"(19, 31)",1,1,0,1
"(20, 31)",0,1,1,0
"(1, 32)",1,0,0,1
"(2, 32)",0,1,1,1
"(3, 32)",1,1,1,0
"(4, 32)",1,0,0,1
"(5, 32)",0,1,1,0
"(6, 32)",1,1,0,0
"(7, 32)",0,1,0,1
"(8, 32)",1,0,1,0
"(9, 32)",0,1,0,1
"(10, 32)",0,0,1,1
"(11, 32)",1,0,1,0
"(12, 32)",1,1,0,1
"(13, 32)",1,1,1,0
"(14, 32)",1,0,0,1
"(15, 32)",0,1,1,0
"(16, 32)",1,0,0,1
"(17, 32)",0,0,1,0
"(18, 32)",1,1,0,0
"(19, 32)",1,1,0,1
"(20, 32)",1,0,1,0
"(1, 33)",0,1,0,1
"(2, 33)",0,0,1,1
"(3, 33)",0,1,1,1
"(4, 33)",1,1,1,1
"(5, 33)",0,0,1,1
"(6, 33)",0,1,1,0
"(7, 33)",0,0,0,1
"(8, 33)",0,1,1,0
"(9, 33)",1,0,0,1
"(10, 33)",1,0,1,0
"(11, 33)",1,1,0,0
"(12, 33)",1,1,0,0
"(13, 33)",1,1,0,1
"(14, 33)",0,1,1,0
"(15, 33)",0,0,0,1
"(16, 33)",1,1,1,0
"(17, 33)",1,0,0,1
"(18, 33)",0,1,1,1
"(19, 33)",1,1,1,0
"(20, 33)",1,1,0,0
"(1, 34)",1,0,0,1
"(2, 34)",1,0,1,1
"(3, 34)",0,0,1,1
"(4, 34)",1,1,1,0
"(5, 34)",0,0,0,1
"(6, 34)",1,0,1,1
"(7, 34)",0,0,1,1
"(8, 34)",0,0,1,1
"(9, 34)",0,1,1,0
"(10, 34)",0,1,0,1
"(11, 34)",0,1,1,0
"(12, 34)",0,1,0,1
"(13, 34)",0,1,1,1
"(14, 34)",0,0,1,1
"(15, 34)",0,0,1,1
"(16, 34)",1,1,1,0
"(17, 34)",0,1,0,1
"(18, 34)",1,0,1,0
"(19, 34)",1,1,0,0
"(20, 34)",1,1,0,0
"(1, 35)",1,1,0,0
"(2, 35)",0,1,0,1
"(3, 35)",1,0,1,0
"(4, 35)",0,1,0,1
"(5, 35)",1,0,1,1
"(6, 35)",0,1,1,0
"(7, 35)",1,0,0,1
"(8, 35)",1,0,1,0
"(9, 35)",0,0,0,1
"(10, 35)",1,0,1,1
"(11, 35)",1,0,1,0
"(12, 35)",1,0,0,0
"(13, 35)",1,0,0,1
"(14, 35)",0,0,1,1
"(15, 35)",0,0,1,1
"(16, 35)",0,1,1,1
"(17, 35)",1,0,1,0
"(18, 35)",1,1,0,0
"(19, 35)",1,1,0,0
"(20, 35)",1,1,0,0
"(1, 36)",1,1,0,0
"(2, 36)",1,0,0,1
"(3, 36)",1,1,1,1
"(4, 36)",0,0,1,0
"(5, 36)",1,1,0,1
"(6, 36)",1,0,1,1
"(7, 36)",0,1,1,0
"(8, 36)",1,1,0,0
"(9, 36)",1,0,0,1
"(10, 36)",0,1,1,0
"(11, 36)",0,1,0,1
"(12, 36)",0,1,1,0
"(13, 36)",0,1,0,1
"(14, 36)",1,0,1,1
"(15, 36)",0,0,1,1
"(16, 36)",0,0,1,1
"(17, 36)",1,1,1,0
"(18, 36)",1,1,0,1
"(19, 36)",0,1,1,1
"(20, 36)",1,1,1,0
"(1, 37)",1,1,0,0
"(2, 37)",1,1,0,0
"(3, 37)",1,1,0,1
"(4, 37)",1,0,1,0
"(5, 37)",1,1,0,0
"(6, 37)",1,1,0,1
"(7, 37)",1,0,1,1
"(8, 37)",0,1,1,1
"(9, 37)",0,1,1,1
"(10, 37)",1,0,1,1
"(11, 37)",1,0,1,1
"(12, 37)",0,0,1,1
"(13, 37)",1,0,1,1
"(14, 37)",0,1,1,1
"(15, 37)",1,0,1,1
"(16, 37)",0,0,1,0
"(17, 37)",0,1,0,1
"(18, 37)",0,1,1,1
"(19, 37)",1,0,1,0
"(20, 37)",1,1,0,0
"(1, 38)",1,1,0,1
"(2, 38)",0,1,1,1
"(3, 38)",0,1,1,0
"(4, 38)",1,1,0,1
"(5, 38)",0,1,1,1
"(6, 38)",1,1,1,0
"(7, 38)",1,1,0,1
"(8, 38)",1,0,1,1
"(9, 38)",1,0,1,0
"(10, 38)",1,1,0,0
"(11, 38)",0,1,0,1
"(12, 38)",1,0,1,0
"(13, 38)",0,1,0,1
"(14, 38)",0,0,1,1
"(15, 38)",0,1,1,1
"(16, 38)",1,0,1,1
"(17, 38)",1,0,1,1
"(18, 38)",0,0,1,0
"(19, 38)",0,1,0,1
"(20, 38)",1,1,1,0
"(1, 39)",1,1,0,0
"(2, 39)",1,0,0,0
"(3, 39)",1,0,0,1
"(4, 39)",0,1,1,1
"(5, 39)",1,0,1,0
"(6, 39)",1,1,0,0
"(7, 39)",1,1,0,0
"(8, 39)",1,1,0,0
"(9, 39)",1,1,0,1
"(10, 39)",1,1,1,0
"(11, 39)",1,0,0,1
"(12, 39)",1,1,1,1
"(13, 39)",0,0,1,1
"(14, 39)",1,0,1,1
"(15, 39)",0,0,1,0
"(16, 39)",1,1,0,0
"(17, 39)",1,1,0,0
"(18, 39)",1,0,0,1
"(19, 39)",1,0,1,0
"(20, 39)",1,1,0,0
"(1, 40)",0,1,0,1
"(2, 40)",0,1,1,0
"(3, 40)",0,1,0,1
"(4, 40)",1,0,1,0
"(5, 40)",1,1,0,0
"(6, 40)",1,1,0,0
"(7, 40)",0,1,0,1
"(8, 40)",1,1,1,0
"(9, 40)",1,1,0,0
"(10, 40)",1,1,0,1
"(11, 40)",0,1,1,0
"(12, 40)",1,1,0,1
"(13, 40)",0,0,1,0
"(14, 40)",1,1,0,0
"(15, 40)",1,0,0,1
"(16, 40)",0,1,1,1
"(17, 40)",0,1,1,0
"(18, 40)",1,1,0,0
"(19, 40)",1,1,0,0
"(20, 40)",1,1,0,0
"(1, 41)",1,0,0,1
"(2, 41)",0,0,1,1
"(3, 41)",1,0,1,1
"(4, 41)",1,1,1,0
"(5, 41)",1,1,0,0
"(6, 41)",1,1,0,0
"(7, 41)",1,0,0,1
"(8, 41)",1,1,1,0
"(9, 41)",0,1,0,1
"(10, 41)",1,1,1,1
"(11, 41)",0,0,1,1
"(12, 41)",1,1,1,0
"(13, 41)",1,0,0,1
"(14, 41)",0,1,1,0
"(15, 41)",0,1,0,1
"(16, 41)",0,0,1,1
"(17, 41)",0,0,1,1
"(18, 41)",0,1,1,1
"(19, 41)",0,1,1,1
"(20, 41)",0,1,1,0
"(1, 42)",1,1,0,1
"(2, 42)",1,0,1,0
"(3, 42)",1,1,0,0
"(4, 42)",1,1,0,1
"(5, 42)",1,1,1,1
"(6, 42)",0,1,1,0
"(7, 42)",1,1,0,0
"(8, 42)",1,1,0,1
"(9, 42)",0,0,1,0
"(10, 42)",0,1,0,1
"(11, 42)",1,0,1,0
"(12, 42)",0,1,0,0
"(13, 42)",0,1,0,1
"(14, 42)",0,0,1,1
"(15, 42)",1,0,1,1
"(16, 42)",1,0,1,0
"(17, 42)",0,0,0,1
"(18, 42)",1,0,1,1
"(19, 42)",1,0,1,0
"(20, 42)",1,0,0,0
"(1, 43)",0,1,0,0
"(2, 43)",1,1,0,0
"(3, 43)",1,1,0,0
"(4, 43)",1,1,0,0
"(5, 43)",1,1,0,0
"(6, 43)",0,0,0,1
"(7, 43)",0,1,1,0
"(8, 43)",0,1,0,1
"(9, 43)",1,0,1,1
"(10, 43)",1,0,1,0
"(11, 43)",1,1,0,0
"(12, 43)",1,0,0,1
"(13, 43)",0,0,1,1
"(14, 43)",1,0,1,1
"(15, 43)",0,1,1,0
"(16, 43)",0,1,0,1
"(17, 43)",0,0,1,1
"(18, 43)",0,1,1,0
"(19, 43)",1,1,0,0
"(20, 43)",1,1,0,0
"(1, 44)",1,0,0,1
"(2, 44)",0,1,1,0
"(3, 44)",0,1,0,1
"(4, 44)",1,1,1,0
"(5, 44)",1,1,0,0
"(6, 44)",1,0,0,1
"(7, 44)",0,0,1,1
"(8, 44)",0,0,1,1
"(9, 44)",0,1,1,0
"(10, 44)",1,1,0,1
"(11, 44)",0,1,1,1
"(12, 44)",0,1,1,0
"(13, 44)",1,0,0,0
