Cell,E,W,N,S
"(22, 9)",0,0,0,0
"(23, 9)",0,0,0,0
"(24, 9)",1,1,1,1
"(25, 9)",0,0,0,0
"(26, 9)",1,0,1,0
"(27, 9)",1,0,0,1
"(28, 9)",1,1,1,0
"(29, 9)",1,0,0,1
"(30, 9)",0,0,0,0
"(31, 9)",0,0,0,0
"(32, 9)",1,1,1,1
"(33, 9)",1,1,1,1
"(34, 9)",0,0,0,0
"(35, 9)",1,0,0,0
"(36, 9)",1,1,0,1
"(37, 9)",0,0,1,1
"(38, 9)",0,0,0,0
"(39, 9)",0,0,0,0
"(40, 9)",0,1,0,1
"(41, 9)",0,0,0,0
"(42, 9)",1,1,0,0
"(43, 9)",0,1,0,1
"(44, 9)",0,0,0,0
"(45, 9)",1,0,0,1
"(46, 9)",1,0,1,1
"(47, 9)",0,0,0,0
"(48, 9)",1,0,0,1
"(49, 9)",0,1,1,0
"(50, 9)",0,0,0,0
"(51, 9)",0,0,0,0
"(52, 9)",0,0,0,0
"(53, 9)",0,0,1,1
"(54, 9)",1,1,1,0
"(55, 9)",0,1,0,1
"(56, 9)",1,0,1,0
"(57, 9)",1,1,0,1
"(58, 9)",1,1,1,0
"(59, 9)",0,1,0,0
"(60, 9)",1,1,0,0
"(61, 9)",0,1,0,1
"(62, 9)",1,0,1,1
"(63, 9)",1,1,1,0
"(64, 9)",0,0,0,0
"(65, 9)",0,1,1,1
"(66, 9)",0,0,0,0
"(67, 9)",0,1,0,1
"(68, 9)",1,1,1,0
"(69, 9)",0,0,0,0
"(70, 9)",1,0,1,0
"(1, 10)",1,0,0,1
"(2, 10)",0,0,0,0
"(3, 10)",1,1,0,1
"(4, 10)",1,0,1,1
"(5, 10)",0,1,1,0
"(6, 10)",0,0,0,0
"(7, 10)",0,0,0,0
"(8, 10)",0,0,0,0
"(9, 10)",0,0,0,0
"(10, 10)",1,1,0,1
"(11, 10)",0,1,1,0
"(12, 10)",1,1,0,0
"(13, 10)",0,0,0,0
"(14, 10)",1,1,0,0
"(15, 10)",0,0,0,0
"(16, 10)",1,0,0,1
"(17, 10)",1,0,1,0
"(18, 10)",1,0,0,1
"(19, 10)",1,1,1,0
"(20, 10)",0,0,0,0
"(21, 10)",0,0,0,0
"(22, 10)",1,0,1,0
"(23, 10)",0,0,0,0
"(24, 10)",0,0,0,0
"(25, 10)",0,0,0,0
"(26, 10)",1,1,1,0
"(27, 10)",1,1,0,0
"(28, 10)",1,1,0,1
"(29, 10)",0,1,1,0
"(30, 10)",0,0,0,1
"(31, 10)",0,0,0,0
"(32, 10)",0,0,0,0
"(33, 10)",0,0,0,0
"(34, 10)",0,1,0,1
"(35, 10)",0,0,0,0
"(36, 10)",0,0,0,0
"(37, 10)",1,0,1,1
"(38, 10)",1,1,1,1
"(39, 10)",0,0,1,0
"(40, 10)",1,0,0,1
"(41, 10)",0,0,0,0
"(42, 10)",0,0,0,0
"(43, 10)",1,0,1,0
"(44, 10)",0,0,0,0
"(45, 10)",0,0,0,0
"(46, 10)",1,1,0,0
"(47, 10)",0,1,0,1
"(48, 10)",1,1,1,1
"(49, 10)",0,0,1,1
"(50, 10)",1,1,1,1
"(51, 10)",0,1,1,0
"(52, 10)",1,1,0,1
"(53, 10)",1,0,1,0
"(54, 10)",0,0,0,0
"(55, 10)",0,0,0,0
"(56, 10)",1,1,0,1
"(57, 10)",0,1,1,0
"(58, 10)",1,1,0,1
"(59, 10)",0,0,1,1
"(60, 10)",1,1,1,0
"(61, 10)",0,0,0,0
"(62, 10)",1,1,0,0
"(63, 10)",1,1,0,0
"(64, 10)",0,0,0,0
"(65, 10)",1,0,1,0
"(66, 10)",0,0,0,0
"(67, 10)",0,0,0,0
"(68, 10)",0,0,0,0
"(69, 10)",0,0,0,0
"(70, 10)",1,1,0,0
"(1, 11)",1,1,0,0
"(2, 11)",0,0,0,0
"(3, 11)",0,0,0,0
"(4, 11)",1,1,0,1
"(5, 11)",1,0,1,0
"(6, 11)",1,1,0,0
"(7, 11)",0,0,0,0
"(8, 11)",0,0,0,0
"(9, 11)",0,0,1,1
"(10, 11)",1,1,1,1
"(11, 11)",0,0,0,0
"(12, 11)",0,0,0,0
"(13, 11)",0,0,0,0
"(14, 11)",0,0,0,0
"(15, 11)",1,1,0,0
"(16, 11)",1,1,0,0
"(17, 11)",1,1,0,0
"(18, 11)",1,1,0,0
"(19, 11)",0,0,0,0
"(20, 11)",0,0,0,0
"(21, 11)",0,1,1,0
"(22, 11)",1,1,0,0
"(23, 11)",0,0,0,0
"(24, 11)",1,1,1,1
"(25, 11)",0,0,1,1
"(26, 11)",0,1,1,0
"(27, 11)",1,1,0,0
"(28, 11)",1,1,0,1
"(29, 11)",0,0,1,1
"(30, 11)",1,0,1,1
"(31, 11)",0,0,0,0
"(32, 11)",0,0,0,0
"(33, 11)",0,0,0,0
"(34, 11)",1,0,0,1
"(35, 11)",0,0,0,0
"(36, 11)",1,1,0,0
"(37, 11)",1,1,0,0
"(38, 11)",1,1,0,1
"(39, 11)",1,0,1,0
"(40, 11)",0,0,0,0
"(41, 11)",0,0,1,1
"(42, 11)",1,1,1,0
"(43, 11)",0,1,0,1
"(44, 11)",1,1,1,0
"(45, 11)",1,1,0,0
"(46, 11)",0,0,0,0
"(47, 11)",1,0,1,1
"(48, 11)",0,0,0,0
"(49, 11)",0,0,1,1
"(50, 11)",0,0,0,0
"(51, 11)",1,0,1,0
"(52, 11)",1,1,0,0
"(53, 11)",1,1,0,0
"(54, 11)",0,0,0,0
"(55, 11)",0,1,1,1
"(56, 11)",1,1,1,0
"(57, 11)",1,0,0,0
"(58, 11)",1,1,0,0
"(59, 11)",0,0,0,1
"(60, 11)",1,1,1,1
"(61, 11)",1,1,1,1
"(62, 11)",0,1,1,0
"(63, 11)",0,0,0,0
"(64, 11)",0,0,0,0
"(65, 11)",0,0,0,0
"(66, 11)",1,0,0,1
"(67, 11)",0,1,1,0
"(68, 11)",0,1,0,1
"(69, 11)",1,1,1,0
"(70, 11)",1,1,0,0
"(1, 12)",0,1,0,1
"(2, 12)",1,0,1,1
"(3, 12)",1,1,1,0
"(4, 12)",1,1,0,0
"(5, 12)",0,0,0,0
"(6, 12)",0,0,0,0
"(7, 12)",1,0,0,1
"(8, 12)",0,0,0,0
"(9, 12)",0,0,0,0
"(10, 12)",1,1,1,0
"(11, 12)",1,1,0,0
"(12, 12)",1,0,0,1
"(13, 12)",0,0,1,1
"(14, 12)",0,0,0,0
"(15, 12)",0,1,0,1
"(16, 12)",1,1,1,0
"(17, 12)",0,1,0,0
"(18, 12)",0,0,0,0
"(19, 12)",1,1,0,1
"(20, 12)",1,0,1,1
"(21, 12)",1,0,1,0
"(22, 12)",0,1,0,1
"(23, 12)",1,1,1,0
"(24, 12)",0,1,0,1
"(25, 12)",1,0,1,0
"(26, 12)",1,0,0,1
"(27, 12)",1,1,1,1
"(28, 12)",0,1,1,0
"(29, 12)",1,0,0,1
"(30, 12)",0,1,1,0
"(31, 12)",1,0,0,0
"(32, 12)",1,0,0,1
"(33, 12)",0,0,0,0
"(34, 12)",1,1,1,1
"(35, 12)",0,0,0,0
"(36, 12)",0,0,0,0
"(37, 12)",1,1,0,0
"(38, 12)",1,1,0,0
"(39, 12)",0,1,0,1
"(40, 12)",0,0,0,0
"(41, 12)",0,0,0,0
"(42, 12)",0,0,0,0
"(43, 12)",0,0,0,0
"(44, 12)",0,1,1,1
"(45, 12)",0,0,0,0
"(46, 12)",0,0,0,0
"(47, 12)",1,1,0,0
"(48, 12)",1,0,0,1
"(49, 12)",1,0,1,0
"(50, 12)",1,0,0,1
"(51, 12)",0,0,0,0
"(52, 12)",0,1,1,0
"(53, 12)",0,0,0,0
"(54, 12)",0,0,0,0
"(55, 12)",0,0,0,0
"(56, 12)",1,1,0,1
"(57, 12)",1,1,1,1
"(58, 12)",0,0,0,0
"(59, 12)",1,0,1,1
"(60, 12)",0,0,0,0
"(61, 12)",0,0,0,0
"(62, 12)",1,0,1,0
"(63, 12)",0,0,0,0
"(64, 12)",1,1,0,0
"(65, 12)",0,0,0,0
"(66, 12)",0,0,0,0
"(67, 12)",0,0,0,0
"(68, 12)",1,0,1,0
"(69, 12)",1,1,0,0
"(70, 12)",1,1,0,0
"(1, 13)",1,0,0,1
"(2, 13)",0,1,1,0
"(3, 13)",0,1,0,1
"(4, 13)",0,1,1,1
"(5, 13)",1,1,1,0
"(6, 13)",0,0,0,0
"(7, 13)",0,0,0,0
"(8, 13)",0,0,0,0
"(9, 13)",1,0,1,0
"(10, 13)",0,1,0,1
"(11, 13)",1,1,1,1
"(12, 13)",0,1,1,1
"(13, 13)",0,0,1,1
"(14, 13)",0,0,0,0
"(15, 13)",0,0,0,1
"(16, 13)",1,1,1,0
"(17, 13)",0,0,0,0
"(18, 13)",0,1,1,0
"(19, 13)",1,1,0,0
"(20, 13)",1,1,0,0
"(21, 13)",0,1,0,1
"(22, 13)",1,0,1,1
"(23, 13)",0,0,0,0
"(24, 13)",0,0,1,0
"(25, 13)",0,1,0,1
"(26, 13)",1,1,1,0
"(27, 13)",1,1,0,1
"(28, 13)",0,0,0,0
"(29, 13)",0,1,1,0
"(30, 13)",0,0,0,0
"(31, 13)",1,1,0,1
"(32, 13)",0,1,1,0
"(33, 13)",1,0,0,1
