  cell  ,E,W,N,S
"(23, 6)",1,1,0,0
"(24, 6)",1,0,0,0
"(25, 6)",1,0,0,1
"(26, 6)",0,0,1,1
"(27, 6)",0,1,1,1
"(28, 6)",0,1,1,1
"(29, 6)",0,1,1,0
"(30, 6)",1,1,0,0
"(1, 7)",1,1,0,1
"(2, 7)",0,1,1,0
"(3, 7)",1,0,0,1
"(4, 7)",1,0,1,0
"(5, 7)",1,1,0,1
"(6, 7)",1,0,1,1
"(7, 7)",0,1,1,0
"(8, 7)",0,1,0,1
"(9, 7)",1,0,1,0
"(10, 7)",0,0,0,1
"(11, 7)",0,0,1,1
"(12, 7)",0,0,1,1
"(13, 7)",0,1,1,1
"(14, 7)",1,1,1,0
"(15, 7)",1,1,0,0
"(16, 7)",0,1,0,1
"(17, 7)",1,0,1,0
"(18, 7)",1,1,0,0
"(19, 7)",1,1,0,1
"(20, 7)",1,0,1,1
"(21, 7)",1,0,1,1
"(22, 7)",0,1,1,0
"(23, 7)",1,1,0,0
"(24, 7)",1,1,0,1
"(25, 7)",0,1,1,1
"(26, 7)",1,0,1,1
"(27, 7)",1,0,1,1
"(28, 7)",0,0,1,1
"(29, 7)",0,0,1,0
"(30, 7)",1,1,0,0
"(1, 8)",1,1,0,0
"(2, 8)",1,0,0,1
"(3, 8)",0,1,1,0
"(4, 8)",1,1,0,1
"(5, 8)",1,1,1,0
"(6, 8)",1,1,0,0
"(7, 8)",0,0,0,1
"(8, 8)",1,0,1,1
"(9, 8)",1,1,1,0
"(10, 8)",1,0,0,1
"(11, 8)",1,0,1,0
"(12, 8)",1,0,0,1
"(13, 8)",0,0,1,1
"(14, 8)",0,1,1,1
"(15, 8)",1,1,1,0
"(16, 8)",1,0,0,1
"(17, 8)",0,1,1,0
"(18, 8)",1,1,0,0
"(19, 8)",0,1,0,0
"(20, 8)",1,1,0,0
"(21, 8)",0,1,0,0
"(22, 8)",1,0,0,1
"(23, 8)",0,1,1,0
"(24, 8)",1,1,0,1
"(25, 8)",0,0,1,1
"(26, 8)",0,1,1,0
"(27, 8)",1,1,0,1
"(28, 8)",0,0,1,1
"(29, 8)",0,0,1,1
"(30, 8)",1,1,1,0
"(1, 9)",1,1,0,1
"(2, 9)",0,1,1,0
"(3, 9)",0,0,0,1
"(4, 9)",1,1,1,0
"(5, 9)",0,1,0,1
"(6, 9)",0,1,1,0
"(7, 9)",1,0,0,1
"(8, 9)",1,1,1,0
"(9, 9)",1,1,0,1
"(10, 9)",0,1,1,0
"(11, 9)",1,1,0,1
"(12, 9)",1,1,1,0
"(13, 9)",1,0,0,0
"(14, 9)",1,0,0,1
"(15, 9)",1,1,1,0
"(16, 9)",0,1,0,1
"(17, 9)",1,0,1,0
"(18, 9)",1,1,0,1
"(19, 9)",1,0,1,0
"(20, 9)",1,1,0,1
"(21, 9)",1,0,1,0
"(22, 9)",1,1,0,0
"(23, 9)",0,0,0,1
"(24, 9)",1,1,1,1
"(25, 9)",0,0,1,0
"(26, 9)",1,0,0,1
"(27, 9)",1,1,1,1
"(28, 9)",1,0,1,1
"(29, 9)",0,0,1,1
"(30, 9)",1,1,1,0
"(1, 10)",0,1,0,1
"(2, 10)",0,0,1,1
"(3, 10)",0,0,1,1
"(4, 10)",0,1,1,1
"(5, 10)",0,0,1,1
"(6, 10)",0,0,1,1
"(7, 10)",0,1,1,0
"(8, 10)",1,1,0,1
"(9, 10)",1,1,1,0
"(10, 10)",0,0,0,1
"(11, 10)",1,1,1,0
"(12, 10)",1,1,0,0
"(13, 10)",1,1,0,0
"(14, 10)",1,1,0,0
"(15, 10)",1,1,0,0
"(16, 10)",1,0,0,1
"(17, 10)",0,1,1,0
"(18, 10)",0,1,0,0
"(19, 10)",0,1,0,1
"(20, 10)",1,1,1,0
"(21, 10)",1,1,0,0
"(22, 10)",0,1,0,1
"(23, 10)",1,0,1,0
"(24, 10)",1,1,0,1
"(25, 10)",0,0,1,1
"(26, 10)",0,1,1,0
"(27, 10)",0,1,0,0
"(28, 10)",1,1,0,0
"(29, 10)",1,0,0,1
"(30, 10)",0,1,1,0
"(1, 11)",1,0,0,1
"(2, 11)",0,0,1,1
"(3, 11)",1,0,1,1
"(4, 11)",0,0,1,1
"(5, 11)",1,0,1,1
"(6, 11)",1,0,1,1
"(7, 11)",0,0,1,0
"(8, 11)",1,1,0,0
"(9, 11)",0,1,0,1
"(10, 11)",1,0,1,0
"(11, 11)",0,1,0,1
"(12, 11)",0,1,1,0
"(13, 11)",1,1,0,0
"(14, 11)",1,1,0,1
"(15, 11)",0,1,1,0
"(16, 11)",0,1,0,1
"(17, 11)",0,0,1,1
"(18, 11)",0,0,1,1
"(19, 11)",0,0,1,1
"(20, 11)",0,1,1,0
"(21, 11)",1,1,0,1
"(22, 11)",0,0,1,1
"(23, 11)",0,1,1,0
"(24, 11)",1,1,0,0
"(25, 11)",1,0,0,1
"(26, 11)",0,0,1,1
"(27, 11)",0,0,1,1
"(28, 11)",0,1,1,1
"(29, 11)",0,1,1,1
"(30, 11)",1,0,1,0
"(1, 12)",0,1,0,1
"(2, 12)",1,0,1,1
"(3, 12)",0,1,1,0
"(4, 12)",1,0,0,1
"(5, 12)",0,1,1,0
"(6, 12)",1,1,0,1
"(7, 12)",0,0,1,1
"(8, 12)",0,1,1,1
"(9, 12)",1,0,1,1
"(10, 12)",0,1,1,0
"(11, 12)",0,0,0,1
"(12, 12)",0,0,1,1
"(13, 12)",0,1,1,1
"(14, 12)",0,1,1,0
"(15, 12)",1,0,0,1
"(16, 12)",0,0,1,1
"(17, 12)",0,0,1,1
"(18, 12)",1,0,1,1
"(19, 12)",0,0,1,1
"(20, 12)",0,0,1,1
"(21, 12)",0,1,1,0
"(22, 12)",0,0,0,1
"(23, 12)",0,0,1,1
"(24, 12)",1,1,1,1
"(25, 12)",1,1,1,0
"(26, 12)",0,0,0,1
"(27, 12)",0,0,1,1
"(28, 12)",1,0,1,0
"(29, 12)",1,0,0,1
"(30, 12)",0,1,1,0
"(1, 13)",1,0,0,1
"(2, 13)",0,1,1,0
"(3, 13)",1,0,0,1
"(4, 13)",0,1,1,0
"(5, 13)",1,0,0,1
"(6, 13)",1,1,1,1
"(7, 13)",0,0,1,1
"(8, 13)",0,0,1,0
"(9, 13)",0,1,0,1
"(10, 13)",0,0,1,1
"(11, 13)",1,0,1,0
"(12, 13)",1,0,0,1
"(13, 13)",0,0,1,1
"(14, 13)",0,0,1,1
"(15, 13)",0,1,1,0
"(16, 13)",1,0,0,1
"(17, 13)",0,0,1,1
"(18, 13)",1,1,1,1
"(19, 13)",0,0,1,1
"(20, 13)",0,0,1,1
"(21, 13)",0,0,1,1
"(22, 13)",0,0,1,1
"(23, 13)",0,0,1,1
"(24, 13)",1,1,1,0
"(25, 13)",1,1,0,0
"(26, 13)",1,0,0,1
"(27, 13)",0,0,1,1
"(28, 13)",0,1,1,0
"(29, 13)",0,1,0,1
"(30, 13)",1,0,1,0
"(1, 14)",1,1,0,0
"(2, 14)",1,0,0,1
"(3, 14)",0,1,1,0
"(4, 14)",1,0,0,1
"(5, 14)",0,1,1,0
"(6, 14)",0,1,0,1
"(7, 14)",0,0,1,1
"(8, 14)",0,0,1,1
"(9, 14)",1,0,1,1
"(10, 14)",1,0,1,0
"(11, 14)",0,1,0,1
"(12, 14)",0,1,1,0
"(13, 14)",0,0,0,1
"(14, 14)",0,0,1,1
"(15, 14)",0,0,1,1
"(16, 14)",1,1,1,1
"(17, 14)",1,0,1,1
"(18, 14)",0,1,1,0
"(19, 14)",0,0,0,1
"(20, 14)",1,0,1,0
"(21, 14)",1,0,0,1
"(22, 14)",1,0,1,1
"(23, 14)",0,0,1,0
"(24, 14)",1,1,0,0
"(25, 14)",1,1,0,0
"(26, 14)",1,1,0,0
"(27, 14)",1,0,0,1
"(28, 14)",0,0,1,1
"(29, 14)",0,0,1,1
"(30, 14)",0,1,1,0
"(1, 15)",1,1,0,0
"(2, 15)",1,1,0,0
"(3, 15)",1,0,0,0
"(4, 15)",1,1,0,0
"(5, 15)",1,0,0,1
"(6, 15)",0,0,1,1
"(7, 15)",1,0,1,0
"(8, 15)",1,0,0,1
"(9, 15)",0,1,1,0
"(10, 15)",0,1,0,1
"(11, 15)",0,0,1,1
"(12, 15)",0,0,1,1
"(13, 15)",0,0,1,1
"(14, 15)",0,0,1,1
"(15, 15)",0,0,1,1
"(16, 15)",0,1,1,0
"(17, 15)",0,1,0,0
"(18, 15)",1,0,0,1
"(19, 15)",1,0,1,1
"(20, 15)",0,1,1,1
"(21, 15)",1,1,1,0
"(22, 15)",0,1,0,1
"(23, 15)",0,0,1,1
"(24, 15)",0,1,1,0
"(25, 15)",0,1,0,1
"(26, 15)",0,1,1,0
"(27, 15)",0,1,0,1
"(28, 15)",0,0,1,1
"(29, 15)",0,0,1,1
"(30, 15)",1,0,1,0
"(1, 16)",1,1,0,0
"(2, 16)",1,1,0,0
"(3, 16)",1,1,0,1
"(4, 16)",0,1,1,0
"(5, 16)",0,1,0,1
"(6, 16)",1,0,1,0
"(7, 16)",1,1,0,0
"(8, 16)",0,1,0,1
"(9, 16)",1,0,1,0
"(10, 16)",1,0,0,1
"(11, 16)",0,0,1,1
"(12, 16)",1,0,1,0
"(13, 16)",1,0,0,1
"(14, 16)",1,0,1,0
"(15, 16)",1,0,0,1
"(16, 16)",0,0,1,1
"(17, 16)",0,0,1,1
"(18, 16)",0,1,1,0
"(19, 16)",0,1,0,1
"(20, 16)",1,0,1,0
"(21, 16)",0,1,0,1
"(22, 16)",1,0,1,0
"(23, 16)",1,0,0,1
"(24, 16)",1,0,1,0
"(25, 16)",1,0,0,1
"(26, 16)",1,0,1,0
"(27, 16)",1,0,0,1
"(28, 16)",0,0,1,1
"(29, 16)",0,0,1,1
"(30, 16)",1,1,1,0
"(1, 17)",1,1,0,0
"(2, 17)",1,1,0,0
"(3, 17)",0,1,0,1
"(4, 17)",0,0,1,1
"(5, 17)",1,0,1,1
"(6, 17)",0,1,1,0
"(7, 17)",0,1,0,1
"(8, 17)",1,0,1,0
"(9, 17)",1,1,0,0
"(10, 17)",0,1,0,1
"(11, 17)",1,0,1,0
"(12, 17)",0,1,0,1
"(13, 17)",0,1,1,0
"(14, 17)",1,1,0,0
"(15, 17)",1,1,0,0
"(16, 17)",1,0,0,1
"(17, 17)",0,0,1,0
"(18, 17)",1,0,0,1
"(19, 17)",1,0,1,0
"(20, 17)",1,1,0,0
"(21, 17)",1,0,0,0
"(22, 17)",0,1,0,1
"(23, 17)",1,1,1,0
"(24, 17)",0,1,0,1
"(25, 17)",0,1,1,0
"(26, 17)",1,1,0,0
"(27, 17)",1,1,0,1
"(28, 17)",1,0,1,0
"(29, 17)",1,0,0,1
"(30, 17)",0,1,1,0
"(1, 18)",1,1,0,0
"(2, 18)",0,1,0,1
"(3, 18)",0,0,1,1
"(4, 18)",1,0,1,1
"(5, 18)",0,1,1,1
"(6, 18)",0,0,1,1
"(7, 18)",1,0,1,0
"(8, 18)",0,1,0,0
"(9, 18)",1,1,0,1
"(10, 18)",0,0,1,1
"(11, 18)",0,1,1,1
"(12, 18)",0,0,1,1
"(13, 18)",1,0,1,0
"(14, 18)",0,1,0,1
"(15, 18)",0,1,1,0
"(16, 18)",0,1,0,1
"(17, 18)",1,0,1,1
"(18, 18)",1,1,1,0
"(19, 18)",0,1,0,1
"(20, 18)",0,1,1,0
"(21, 18)",1,1,0,1
"(22, 18)",0,0,1,1
"(23, 18)",1,1,1,1
"(24, 18)",1,0,1,1
"(25, 18)",0,0,1,0
"(26, 18)",1,1,0,0
"(27, 18)",0,1,0,0
"(28, 18)",1,1,0,0
"(29, 18)",0,1,0,1
"(30, 18)",0,0,1,0
"(1, 19)",1,1,0,1
"(2, 19)",0,0,1,0
"(3, 19)",1,0,0,1
"(4, 19)",1,1,1,1
"(5, 19)",1,0,1,0
"(6, 19)",1,0,0,0
"(7, 19)",0,1,0,1
"(8, 19)",1,0,1,0
"(9, 19)",0,1,0,1
"(10, 19)",0,0,1,0
"(11, 19)",1,0,0,1
"(12, 19)",1,0,1,0
"(13, 19)",0,1,0,1
"(14, 19)",0,0,1,1
"(15, 19)",0,0,1,1
"(16, 19)",0,0,1,1
"(17, 19)",1,1,1,0
"(18, 19)",1,1,0,0
"(19, 19)",1,0,0,1
"(20, 19)",1,0,1,0
"(21, 19)",0,1,0,1
"(22, 19)",0,0,1,1
"(23, 19)",1,1,1,0
"(24, 19)",0,1,0,1
"(25, 19)",0,0,1,1
"(26, 19)",0,1,1,1
"(27, 19)",1,0,1,1
"(28, 19)",0,1,1,0
"(29, 19)",1,0,0,1
"(30, 19)",1,0,1,0
"(1, 20)",1,1,0,0
"(2, 20)",1,0,0,1
"(3, 20)",0,1,1,0
"(4, 20)",1,1,0,0
"(5, 20)",1,1,0,1
"(6, 20)",1,1,1,0
"(7, 20)",1,0,0,0
"(8, 20)",0,1,0,1
"(9, 20)",1,0,1,0
"(10, 20)",1,0,0,1
"(11, 20)",0,1,1,0
"(12, 20)",0,1,0,1
"(13, 20)",0,0,1,1
"(14, 20)",0,0,1,1
"(15, 20)",0,0,1,1
"(16, 20)",1,0,1,0
"(17, 20)",0,1,0,0
"(18, 20)",1,1,0,0
"(19, 20)",1,1,0,0
"(20, 20)",0,1,0,1
"(21, 20)",0,0,1,1
"(22, 20)",1,0,1,0
"(23, 20)",1,1,0,0
"(24, 20)",0,0,0,1
"(25, 20)",1,0,1,1
"(26, 20)",1,0,1,0
"(27, 20)",1,1,0,1
"(28, 20)",0,0,1,1
"(29, 20)",0,1,1,0
"(30, 20)",1,1,0,0
"(1, 21)",1,1,0,1
"(2, 21)",0,1,1,0
"(3, 21)",1,0,0,0
"(4, 21)",1,1,0,0
"(5, 21)",1,1,0,0
"(6, 21)",1,1,0,0
"(7, 21)",0,1,0,1
"(8, 21)",1,0,1,0
"(9, 21)",1,1,0,0
"(10, 21)",1,1,0,0
"(11, 21)",0,0,0,1
"(12, 21)",0,0,1,1
"(13, 21)",0,0,1,1
"(14, 21)",1,0,1,1
"(15, 21)",0,0,1,1
"(16, 21)",0,1,1,1
"(17, 21)",0,0,1,1
"(18, 21)",0,1,1,0
"(19, 21)",1,1,0,1
"(20, 21)",0,0,1,0
"(21, 21)",1,0,0,1
"(22, 21)",1,1,1,0
"(23, 21)",0,1,0,1
"(24, 21)",0,0,1,1
"(25, 21)",0,1,1,0
"(26, 21)",1,1,0,1
"(27, 21)",1,1,1,1
"(28, 21)",0,0,1,1
"(29, 21)",0,0,1,0
"(30, 21)",1,1,0,0
"(1, 22)",0,1,0,1
"(2, 22)",0,0,1,1
"(3, 22)",1,1,1,0
"(4, 22)",1,1,0,0
"(5, 22)",0,1,0,1
"(6, 22)",0,1,1,1
"(7, 22)",0,0,1,1
"(8, 22)",0,1,1,0
"(9, 22)",1,1,0,1
"(10, 22)",0,1,1,0
"(11, 22)",1,0,0,1
"(12, 22)",0,0,1,1
"(13, 22)",1,0,1,0
"(14, 22)",1,1,0,1
"(15, 22)",0,0,1,1
"(16, 22)",0,0,1,1
"(17, 22)",1,0,1,1
"(18, 22)",1,0,1,1
"(19, 22)",0,1,1,0
"(20, 22)",1,0,0,1
"(21, 22)",0,1,1,0
"(22, 22)",0,1,0,1
"(23, 22)",1,0,1,0
"(24, 22)",1,0,0,1
"(25, 22)",0,0,1,1
"(26, 22)",0,1,1,0
"(27, 22)",1,1,0,1
"(28, 22)",1,0,1,1
"(29, 22)",0,0,1,1
"(30, 22)",0,1,1,0
"(1, 23)",1,0,0,1
"(2, 23)",0,0,1,1
"(3, 23)",0,1,1,0
"(4, 23)",1,1,0,0
"(5, 23)",1,0,0,1
"(6, 23)",0,0,1,1
"(7, 23)",0,0,1,1
"(8, 23)",0,0,1,1
"(9, 23)",0,1,1,1
"(10, 23)",1,0,1,1
"(11, 23)",0,1,1,0
"(12, 23)",0,0,0,1
"(13, 23)",0,1,1,1
"(14, 23)",1,1,1,1
"(15, 23)",1,0,1,0
"(16, 23)",1,0,0,1
"(17, 23)",0,1,1,0
"(18, 23)",1,1,0,1
"(19, 23)",0,0,1,1
"(20, 23)",0,1,1,0
"(21, 23)",1,0,0,1
"(22, 23)",1,0,1,0
"(23, 23)",0,1,0,0
"(24, 23)",1,1,0,0
"(25, 23)",1,0,0,1
"(26, 23)",0,0,1,1
"(27, 23)",0,1,1,0
"(28, 23)",0,1,0,1
"(29, 23)",0,0,1,1
"(30, 23)",1,0,1,0
"(1, 24)",0,1,0,1
"(2, 24)",1,0,1,1
"(3, 24)",1,0,1,1
"(4, 24)",1,1,1,0
"(5, 24)",0,1,0,1
"(6, 24)",1,0,1,0
"(7, 24)",0,0,0,1
"(8, 24)",1,0,1,1
"(9, 24)",1,0,1,0
"(10, 24)",1,1,0,0
"(11, 24)",1,0,0,1
"(12, 24)",0,0,1,1
"(13, 24)",0,0,1,1
"(14, 24)",1,1,1,0
"(15, 24)",1,1,0,0
"(16, 24)",1,1,0,1
"(17, 24)",1,0,1,0
"(18, 24)",1,1,0,1
"(19, 24)",1,0,1,1
"(20, 24)",0,0,1,1
"(21, 24)",0,1,1,0
"(22, 24)",0,1,0,1
"(23, 24)",1,0,1,1
"(24, 24)",0,1,1,0
"(25, 24)",0,1,0,1
"(26, 24)",1,0,1,0
"(27, 24)",1,0,0,1
"(28, 24)",0,0,1,1
"(29, 24)",0,0,1,0
"(30, 24)",1,1,0,0
"(1, 25)",1,0,0,0
"(2, 25)",1,1,0,0
"(3, 25)",1,1,0,0
"(4, 25)",0,1,0,1
"(5, 25)",0,0,1,0
"(6, 25)",0,1,0,1
"(7, 25)",0,0,1,1
"(8, 25)",1,1,1,0
"(9, 25)",1,1,0,0
"(10, 25)",0,1,0,1
"(11, 25)",0,1,1,0
"(12, 25)",1,0,0,1
"(13, 25)",0,0,1,0
"(14, 25)",1,1,0,0
"(15, 25)",1,1,0,0
"(16, 25)",0,1,0,0
"(17, 25)",1,1,0,0
"(18, 25)",1,1,0,0
"(19, 25)",1,1,0,0
"(20, 25)",1,0,0,0
"(21, 25)",1,0,0,1
"(22, 25)",1,0,1,1
"(23, 25)",1,1,1,0
"(24, 25)",0,0,0,1
"(25, 25)",1,0,1,1
"(26, 25)",0,1,1,0
"(27, 25)",0,1,0,1
"(28, 25)",1,0,1,0
"(29, 25)",1,0,0,1
"(30, 25)",1,1,1,0
"(1, 26)",1,1,0,0
"(2, 26)",1,1,0,1
"(3, 26)",1,1,1,1
"(4, 26)",0,0,1,1
"(5, 26)",0,0,1,1
"(6, 26)",1,0,1,1
"(7, 26)",0,0,1,0
"(8, 26)",0,1,0,1
"(9, 26)",1,1,1,1
"(10, 26)",1,0,1,1
"(11, 26)",1,0,1,0
"(12, 26)",1,1,0,1
"(13, 26)",1,0,1,0
"(14, 26)",1,1,0,0
"(15, 26)",0,1,0,1
"(16, 26)",0,0,1,1
"(17, 26)",1,1,1,0
"(18, 26)",0,1,0,1
"(19, 26)",1,1,1,1
"(20, 26)",1,1,1,1
"(21, 26)",0,1,1,0
"(22, 26)",1,1,0,0
"(23, 26)",0,1,0,1
"(24, 26)",1,0,1,0
"(25, 26)",1,1,0,1
"(26, 26)",1,0,1,0
"(27, 26)",1,0,0,1
"(28, 26)",1,1,1,0
"(29, 26)",1,1,0,0
"(30, 26)",1,1,0,0
"(1, 27)",1,1,0,0
"(2, 27)",1,1,0,0
"(3, 27)",1,1,0,1
"(4, 27)",1,0,1,1
"(5, 27)",0,0,1,1
"(6, 27)",1,1,1,1
"(7, 27)",1,0,1,1
"(8, 27)",0,0,1,0
"(9, 27)",1,1,0,0
"(10, 27)",0,1,0,0
"(11, 27)",1,1,0,0
"(12, 27)",1,1,0,0
"(13, 27)",1,1,0,0
"(14, 27)",0,1,0,1
"(15, 27)",0,0,1,1
"(16, 27)",1,0,1,0
"(17, 27)",0,1,0,0
"(18, 27)",1,0,0,1
"(19, 27)",1,1,1,0
"(20, 27)",1,1,0,0
"(21, 27)",1,0,0,0
"(22, 27)",1,1,0,1
"(23, 27)",0,0,1,1
"(24, 27)",1,1,1,1
"(25, 27)",1,1,1,0
"(26, 27)",0,1,0,1
"(27, 27)",1,1,1,0
"(28, 27)",0,1,0,0
"(29, 27)",0,1,0,1
"(30, 27)",1,1,1,0
"(1, 28)",1,1,0,1
"(2, 28)",0,1,1,0
"(3, 28)",1,1,0,0
"(4, 28)",1,1,0,1
"(5, 28)",1,0,1,1
"(6, 28)",1,1,1,0
"(7, 28)",0,1,0,1
"(8, 28)",1,0,1,1
"(9, 28)",0,1,1,1
"(10, 28)",1,0,1,0
"(11, 28)",0,1,0,1
"(12, 28)",0,1,1,1
"(13, 28)",1,1,1,1
"(14, 28)",0,0,1,1
"(15, 28)",1,0,1,1
"(16, 28)",1,1,1,0
"(17, 28)",1,0,0,1
"(18, 28)",0,1,1,0
"(19, 28)",1,1,0,1
"(20, 28)",1,1,1,1
"(21, 28)",0,1,1,1
"(22, 28)",0,1,1,1
"(23, 28)",1,0,1,0
"(24, 28)",1,1,0,0
"(25, 28)",1,1,0,0
"(26, 28)",1,0,0,1
"(27, 28)",0,1,1,1
"(28, 28)",0,0,1,1
"(29, 28)",1,0,1,0
"(30, 28)",1,1,0,0
"(1, 29)",1,1,0,0
"(2, 29)",1,0,0,1
"(3, 29)",0,1,1,0
"(4, 29)",1,1,0,0
"(5, 29)",1,1,0,0
"(6, 29)",0,1,0,1
"(7, 29)",1,0,1,0
"(8, 29)",1,1,0,1
"(9, 29)",0,0,1,0
"(10, 29)",0,1,0,1
"(11, 29)",0,0,1,1
"(12, 29)",1,0,1,1
"(13, 29)",1,1,1,0
"(14, 29)",1,0,0,0
"(15, 29)",1,1,0,0
"(16, 29)",1,1,0,0
"(17, 29)",1,1,0,0
"(18, 29)",0,0,0,1
"(19, 29)",1,1,1,0
"(20, 29)",1,1,0,1
"(21, 29)",0,0,1,1
"(22, 29)",0,0,1,1
"(23, 29)",0,1,1,0
"(24, 29)",1,1,0,0
"(25, 29)",0,1,0,1
"(26, 29)",0,1,1,0
"(27, 29)",1,0,0,1
"(28, 29)",1,0,1,0
"(29, 29)",0,1,0,1
"(30, 29)",1,1,1,0
"(1, 30)",1,1,0,0
"(2, 30)",1,1,0,1
"(3, 30)",1,0,1,1
